Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
fiat 500 for sale,EUR,2900,High,100,0.41,2.28,,,,,,1900,2400,2400,2900,2900,2900,3600,3600,3600,3600,2900,2400
tesla engine,EUR,4400,High,97,1.79,13.67,,,,,,2900,2900,2400,3600,3600,3600,4400,5400,6600,5400,6600,6600
infiniti m45,EUR,5400,Low,6,0.31,2.68,,,,,,5400,5400,4400,5400,5400,5400,5400,6600,6600,6600,6600,6600
a1 auto sales,EUR,5400,Low,13,0.75,3.41,,,,,,4400,4400,6600,5400,5400,5400,4400,5400,5400,5400,5400,4400
autonation jeep,EUR,6600,Medium,41,3.01,7.1,,,,,,5400,5400,5400,6600,6600,6600,5400,6600,6600,6600,6600,5400
audi rs7 for sale,EUR,4400,Low,20,0.33,1.95,,,,,,4400,4400,4400,4400,4400,5400,4400,4400,5400,5400,5400,4400
evo 8 for sale,EUR,4400,Low,28,0.3,1.04,,,,,,4400,5400,4400,5400,4400,4400,4400,4400,5400,4400,4400,4400
buy here pay here cars,EUR,6600,High,74,1.55,6.2,,,,,,5400,5400,6600,8100,6600,6600,5400,6600,6600,6600,8100,6600
cadillac near me,EUR,5400,Low,29,1.65,6.3,,,,,,4400,4400,4400,5400,5400,5400,5400,6600,6600,5400,6600,5400
used auto sales,EUR,5400,High,69,1.56,5.31,,,,,,4400,6600,8100,8100,5400,5400,5400,5400,5400,5400,5400,4400
cars for sale near me under 3000,EUR,5400,High,78,0.76,2.72,,,,,,3600,5400,8100,8100,5400,6600,6600,5400,5400,5400,5400,5400
audi pre owned,EUR,4400,Medium,52,2.08,7.53,,,,,,3600,4400,4400,4400,4400,5400,4400,4400,5400,4400,4400,4400
mustang gt350 for sale,EUR,5400,High,84,0.31,2.06,,,,,,3600,4400,3600,4400,4400,5400,5400,5400,6600,5400,6600,5400
r32 gtr for sale,EUR,5400,Medium,52,0.9,3.02,,,,,,5400,5400,4400,5400,5400,5400,6600,5400,5400,5400,5400,4400
mini cooper for sale near me,EUR,6600,Medium,66,0.48,2.69,,,,,,3600,5400,5400,6600,6600,6600,6600,6600,8100,6600,5400,5400
chevy ss truck,EUR,5400,Low,27,3.68,7.7,,,,,,3600,4400,3600,4400,4400,5400,6600,8100,8100,8100,8100,8100
used kia stinger,EUR,6600,Medium,43,0.31,3.37,,,,,,4400,5400,5400,5400,6600,6600,6600,6600,6600,6600,6600,6600
2006 cadillac dts,EUR,6600,Medium,42,0.29,0.58,,,,,,5400,5400,5400,6600,5400,5400,5400,6600,6600,6600,6600,6600
subaru brat for sale,EUR,5400,High,82,1.41,6.25,,,,,,4400,5400,4400,4400,4400,5400,5400,6600,6600,5400,5400,5400
sell my car online,EUR,3600,High,91,2.09,10.76,,,,,,1600,2400,2400,3600,3600,3600,4400,4400,5400,4400,4400,4400
jaguar coupe,EUR,3600,Low,15,0.54,4.21,,,,,,2900,2900,2900,2900,3600,3600,3600,4400,5400,4400,4400,3600
enterprise buy a car,EUR,8100,Low,31,0.94,3.17,,,,,,5400,6600,8100,9900,9900,9900,8100,8100,9900,8100,8100,8100
2007 acura mdx,EUR,6600,Low,31,0.3,2.3,,,,,,4400,5400,5400,6600,5400,5400,5400,6600,8100,6600,6600,6600
used subaru ascent,EUR,5400,Medium,55,0.42,3.93,,,,,,2900,5400,5400,5400,5400,5400,5400,6600,6600,5400,5400,5400
used bmw x3,EUR,5400,High,68,1.59,7.25,,,,,,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400
used hyundai tucson,EUR,4400,High,70,1.29,4.95,,,,,,3600,4400,4400,5400,5400,5400,5400,5400,5400,4400,4400,4400
classic cars for sale by owner,EUR,5400,High,96,0.08,1.03,,,,,,3600,3600,3600,4400,4400,5400,5400,5400,6600,6600,5400,4400
r8 for sale,EUR,4400,High,88,0.27,0.94,,,,,,4400,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400
lifted trucks for sale near me,EUR,5400,High,91,0.62,1.97,,,,,,4400,5400,5400,5400,5400,5400,6600,6600,6600,6600,5400,5400
chevrolet monte carlo,EUR,2900,Medium,57,0.36,2.43,,,,,,1900,2400,1900,2900,2400,2900,2900,4400,3600,3600,3600,3600
toyota yaris for sale,EUR,2900,High,71,0.78,5.64,,,,,,2400,2400,2400,2900,2900,3600,2900,3600,3600,2900,2900,2900
carfax used,EUR,5400,Low,31,0.24,1.19,,,,,,2400,3600,4400,6600,9900,8100,4400,5400,5400,3600,5400,4400
2017 subaru crosstrek,EUR,6600,Low,31,0.49,5.31,,,,,,5400,5400,5400,5400,5400,5400,6600,8100,8100,6600,8100,6600
maserati convertible,EUR,5400,High,76,0.57,3.21,,,,,,2400,2400,2400,3600,4400,5400,6600,8100,8100,6600,5400,4400
black dodge charger,EUR,6600,High,78,1.13,4.81,,,,,,2900,3600,3600,3600,3600,3600,6600,9900,9900,9900,8100,9900
lexus 2015,EUR,8100,Low,25,1.12,8.42,,,,,,6600,6600,6600,6600,6600,6600,8100,9900,9900,8100,8100,8100
2009 jeep wrangler,EUR,5400,Medium,62,0.26,1.8,,,,,,3600,4400,4400,5400,5400,5400,5400,8100,6600,6600,5400,5400
used honda hrv,EUR,6600,High,68,1.22,4.87,,,,,,5400,6600,8100,8100,8100,6600,6600,8100,8100,6600,6600,6600
2005 camaro,EUR,5400,Low,8,0.48,1.33,,,,,,2900,3600,3600,4400,4400,4400,5400,8100,6600,6600,6600,5400
used model s,EUR,5400,Medium,36,0.28,0.54,,,,,,4400,5400,4400,8100,6600,6600,5400,5400,5400,5400,5400,5400
maserati granturismo for sale,EUR,4400,High,74,0.28,2.25,,,,,,3600,4400,3600,4400,6600,5400,4400,5400,4400,4400,4400,4400
used hybrid cars,EUR,4400,High,67,1.1,3.88,,,,,,3600,4400,3600,4400,5400,5400,5400,5400,5400,4400,4400,3600
sarchione chevy,EUR,5400,Low,13,0.85,3.64,,,,,,3600,5400,5400,5400,5400,6600,3600,5400,6600,6600,3600,5400
2016 volvo xc90,EUR,5400,Low,31,0.49,3.62,,,,,,5400,5400,5400,5400,4400,5400,5400,6600,6600,6600,6600,5400
porsche macan for sale,EUR,4400,Medium,54,0.39,3.6,,,,,,3600,3600,3600,4400,3600,3600,3600,4400,4400,5400,5400,5400
dodge dakota for sale,EUR,5400,Medium,66,0.31,1.26,,,,,,4400,5400,5400,5400,5400,5400,4400,5400,5400,5400,5400,4400
affordable used cars,EUR,5400,Medium,41,1.14,3.71,,,,,,4400,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,4400
mustang cobra for sale,EUR,5400,High,88,0.46,2.1,,,,,,4400,5400,5400,6600,6600,5400,5400,5400,6600,6600,5400,5400
red camaro,EUR,5400,High,72,1.47,5.88,,,,,,2900,3600,3600,3600,4400,4400,5400,8100,8100,8100,6600,6600
e36 m3 for sale,EUR,4400,High,85,0.36,1.65,,,,,,3600,4400,3600,4400,5400,5400,4400,4400,4400,4400,4400,4400
2012 cadillac srx,EUR,5400,Low,23,0.31,1.29,,,,,,4400,5400,5400,5400,5400,5400,5400,6600,6600,6600,6600,6600
4x4 truck,EUR,5400,Medium,42,0.62,3.3,,,,,,5400,5400,5400,5400,4400,4400,5400,6600,6600,6600,6600,6600
lexus used cars,EUR,4400,High,69,1.64,5.19,,,,,,3600,4400,4400,5400,4400,4400,4400,5400,5400,4400,4400,4400
integrity motors,EUR,5400,Low,6,0.44,0.58,,,,,,4400,4400,5400,5400,5400,5400,4400,5400,5400,5400,5400,5400
2014 cadillac ats,EUR,5400,Low,26,0.39,1.78,,,,,,4400,5400,4400,5400,5400,5400,5400,6600,6600,6600,6600,6600
2011 cadillac srx,EUR,5400,Low,23,0.31,1.06,,,,,,4400,5400,5400,5400,5400,5400,5400,6600,6600,5400,6600,6600
craigslist cars and trucks by owner,EUR,6600,Low,6,0.65,3.31,,,,,,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
lamborghini aventador for sale,EUR,4400,High,89,0.22,0.99,,,,,,4400,4400,3600,4400,4400,4400,4400,4400,5400,4400,4400,3600
mgb for sale,EUR,3600,High,100,0.31,0.48,,,,,,2900,2900,2900,3600,4400,4400,4400,4400,4400,4400,3600,2900
fiat convertible,EUR,4400,Low,18,1.57,3.79,,,,,,2900,3600,3600,3600,3600,5400,5400,8100,6600,5400,5400,2900
murano car,EUR,4400,Medium,39,2.85,8.42,,,,,,2400,2400,2900,5400,3600,3600,5400,6600,5400,6600,6600,5400
used porsche panamera,EUR,6600,High,71,0.36,2.87,,,,,,5400,5400,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600
used 4x4 trucks for sale under $5000,EUR,5400,High,100,0.63,2.15,,,,,,4400,6600,6600,8100,5400,4400,4400,4400,4400,4400,3600,4400
toyota venza for sale,EUR,5400,Medium,63,0.31,1.8,,,,,,4400,4400,5400,5400,4400,5400,5400,5400,5400,4400,4400,4400
used acura,EUR,5400,Medium,60,0.69,4,,,,,,4400,5400,5400,6600,5400,5400,5400,6600,6600,5400,5400,5400
carfax cars for sale,EUR,5400,Medium,36,0.5,1.98,,,,,,2900,2900,5400,3600,6600,8100,6600,5400,6600,6600,8100,6600
2011 dodge durango,EUR,5400,Low,28,0.41,1.37,,,,,,4400,5400,5400,5400,4400,4400,5400,6600,6600,6600,5400,5400
toyota convertible,EUR,5400,Low,19,0.41,3.18,,,,,,2400,2900,3600,4400,5400,5400,6600,8100,8100,5400,4400,3600
empire auto sales,EUR,5400,Low,6,1.05,2.97,,,,,,3600,5400,5400,6600,5400,5400,5400,5400,5400,4400,5400,4400
2016 chevy trax,EUR,6600,Low,25,0.75,4.03,,,,,,4400,5400,5400,6600,5400,5400,5400,8100,8100,8100,8100,8100
2013 honda accord sport,EUR,6600,Medium,35,0.41,3.08,,,,,,4400,5400,5400,5400,5400,5400,5400,6600,8100,6600,6600,6600
pontiac g8 for sale,EUR,5400,Medium,54,0.28,0.58,,,,,,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400
used kia sportage,EUR,3600,High,70,0.77,4.5,,,,,,2900,3600,3600,4400,3600,3600,3600,3600,4400,3600,3600,3600
local car dealerships,EUR,5400,Medium,50,1.71,6.91,,,,,,4400,5400,6600,6600,5400,5400,5400,6600,6600,5400,5400,5400
audi a8 for sale,EUR,4400,Medium,60,0.35,4.45,,,,,,4400,4400,3600,4400,4400,4400,3600,3600,4400,3600,4400,3600
truck dealerships,EUR,5400,Medium,41,1.12,7.05,,,,,,4400,5400,5400,6600,5400,6600,5400,6600,5400,5400,5400,5400
mercedes g wagon for sale,EUR,4400,High,92,0.31,2.7,,,,,,4400,4400,4400,4400,3600,3600,3600,4400,4400,4400,4400,3600
ebay classic cars,EUR,2900,Medium,59,0.15,0.7,,,,,,2900,2900,2900,2900,2900,2900,3600,2900,3600,2900,2900,2900
2010 buick enclave,EUR,5400,Low,21,0.31,1.32,,,,,,4400,4400,5400,6600,4400,4400,5400,6600,6600,5400,5400,5400
mercedes pre owned,EUR,5400,Medium,53,1.27,5.94,,,,,,4400,5400,5400,5400,5400,5400,5400,5400,4400,4400,4400,4400
red jeep wrangler,EUR,5400,Medium,65,1.73,4.51,,,,,,2400,3600,2900,3600,3600,3600,5400,9900,8100,8100,6600,6600
king motors,EUR,5400,Low,7,0.85,2.72,,,,,,4400,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,4400
tesla roadster for sale,EUR,4400,High,79,0.39,1.39,,,,,,4400,4400,3600,6600,5400,4400,5400,4400,6600,4400,3600,4400
2015 acura mdx,EUR,6600,Low,32,0.45,4.19,,,,,,5400,5400,5400,6600,5400,5400,5400,6600,6600,6600,6600,6600
lexus rx 300,EUR,2900,Low,19,1.13,7.94,,,,,,2400,2400,2400,2900,2400,2900,2900,3600,3600,2900,2900,3600
dodge challenger srt8,EUR,3600,Low,33,0.51,2.7,,,,,,2900,2900,2900,3600,2900,2900,3600,4400,4400,3600,3600,3600
small cars for sale,EUR,3600,High,100,1.15,6.24,,,,,,2400,2900,2900,3600,2900,3600,3600,4400,4400,3600,3600,2900
gm dealer,EUR,5400,Low,14,0.78,3.61,,,,,,5400,5400,4400,6600,5400,5400,4400,5400,5400,5400,6600,4400
bmw 228i,EUR,4400,Low,14,0.49,5.18,,,,,,2900,3600,3600,4400,4400,4400,4400,5400,5400,4400,4400,3600
private car sales,EUR,3600,High,68,0.67,2.47,,,,,,2400,3600,4400,4400,4400,4400,3600,4400,4400,3600,3600,3600
rolls royce convertible,EUR,4400,High,96,0.74,5.94,,,,,,2400,3600,2400,3600,3600,3600,5400,8100,6600,5400,4400,3600
cobalt car,EUR,5400,Low,5,0.61,3,,,,,,3600,4400,4400,5400,4400,4400,5400,6600,6600,5400,5400,5400
honda hrv for sale,EUR,4400,High,70,0.79,7.55,,,,,,2900,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600
international truck dealer,EUR,5400,Low,15,0.95,3.08,,,,,,4400,4400,5400,5400,5400,5400,5400,6600,5400,5400,6600,5400
range rover near me,EUR,4400,Low,31,1.43,6.53,,,,,,4400,3600,4400,4400,4400,5400,5400,5400,5400,5400,5400,4400
wholesale auto,EUR,5400,Low,17,0.67,8.47,,,,,,4400,5400,6600,6600,5400,5400,5400,5400,4400,4400,4400,4400
toyota hilux for sale,EUR,2400,Medium,65,1.06,4.63,,,,,,2400,2900,2400,2400,2400,2400,2400,2400,2400,1900,2400,2900
classic muscle cars for sale,EUR,4400,High,67,0.16,1.23,,,,,,4400,5400,4400,5400,4400,4400,4400,5400,5400,5400,4400,3600
buy here pay here lots,EUR,5400,High,72,1.67,6.67,,,,,,3600,5400,6600,6600,5400,5400,5400,5400,5400,5400,5400,4400
2016 porsche cayenne,EUR,5400,Low,29,0.34,2.3,,,,,,4400,4400,4400,5400,4400,4400,5400,6600,6600,5400,6600,5400
infiniti q60 for sale,EUR,5400,Medium,43,0.33,2.24,,,,,,3600,5400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400
buick enclave for sale,EUR,5400,High,74,1.3,4.95,,,,,,4400,5400,5400,6600,5400,5400,4400,5400,5400,4400,5400,5400
infiniti ex35,EUR,4400,Low,16,0.36,1.45,,,,,,3600,3600,3600,4400,3600,4400,4400,4400,4400,4400,4400,4400
davis auto sales,EUR,5400,Low,3,0.14,3.6,,,,,,4400,5400,5400,5400,4400,5400,5400,5400,5400,5400,5400,4400
bmw 135i for sale,EUR,3600,Medium,39,0.27,1.93,,,,,,2900,3600,2900,3600,4400,3600,3600,3600,3600,3600,3600,3600
used rolls royce,EUR,4400,High,100,0.21,0.94,,,,,,5400,5400,4400,5400,5400,4400,5400,4400,4400,3600,4400,3600
2013 cadillac cts,EUR,5400,Low,20,0.31,1.18,,,,,,4400,5400,4400,5400,4400,4400,5400,6600,6600,6600,6600,6600
audi rs4 for sale,EUR,3600,Low,17,0.49,3.86,,,,,,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
hybrid cars for sale,EUR,3600,High,75,1.03,6.19,,,,,,2400,2400,2900,2900,3600,3600,3600,4400,3600,3600,3600,2900
mclaren dealership,EUR,4400,Low,16,0.52,2.52,,,,,,3600,3600,3600,4400,4400,4400,5400,5400,6600,6600,5400,5400
best new car deals,EUR,3600,High,85,1.62,6.3,,,,,,5400,3600,3600,3600,3600,4400,3600,3600,4400,3600,3600,4400
lincoln mkz hybrid,EUR,4400,Medium,45,0.73,3.79,,,,,,3600,4400,3600,4400,4400,4400,4400,5400,5400,4400,5400,4400
used toyota camry for sale,EUR,8100,High,84,1.38,4.97,,,,,,4400,5400,5400,6600,6600,8100,8100,9900,9900,9900,9900,8100
lexus pre owned,EUR,6600,Medium,65,2.02,8.99,,,,,,5400,5400,6600,6600,6600,6600,6600,6600,6600,5400,6600,6600
vaydor g35 for sale,EUR,4400,High,69,0.53,1.74,,,,,,2900,2900,3600,2900,12100,5400,3600,4400,3600,4400,4400,3600
crosstour,EUR,3600,Low,32,0.58,1.83,,,,,,2900,2900,2900,2900,2900,2900,3600,4400,3600,3600,3600,3600
lexus is300 for sale,EUR,5400,Medium,52,0.5,10.86,,,,,,4400,5400,5400,5400,5400,5400,5400,5400,6600,6600,6600,5400
lexus sc,EUR,3600,Low,10,0.31,0.96,,,,,,2900,2900,2900,2900,2900,3600,3600,4400,4400,4400,3600,3600
used gtr,EUR,5400,Medium,38,0.23,0.95,,,,,,5400,5400,5400,6600,6600,5400,5400,5400,5400,5400,5400,4400
exclusive motors,EUR,4400,Low,3,0.9,7.06,,,,,,3600,4400,4400,5400,4400,5400,5400,5400,5400,4400,4400,4400
2007 mitsubishi eclipse,EUR,5400,Medium,39,0.31,1.32,,,,,,4400,4400,4400,5400,5400,5400,5400,5400,6600,5400,5400,5400
challenger hellcat for sale,EUR,6600,High,69,0.44,2.51,,,,,,5400,6600,6600,8100,6600,6600,6600,6600,6600,6600,6600,5400
porsche 914 for sale,EUR,4400,High,100,0.34,4.5,,,,,,3600,4400,3600,5400,4400,5400,4400,5400,5400,5400,4400,4400
1970 chevelle for sale,EUR,5400,High,99,0.55,0.86,,,,,,2900,4400,3600,5400,4400,5400,5400,5400,6600,6600,5400,4400
exotic cars for sale,EUR,5400,High,70,0.22,1.59,,,,,,4400,5400,4400,5400,6600,5400,5400,5400,4400,4400,4400,4400
sti for sale,EUR,4400,Low,25,0.36,1.76,,,,,,4400,5400,5400,5400,5400,4400,4400,4400,4400,4400,4400,4400
used gmc yukon,EUR,5400,High,68,0.81,4.05,,,,,,5400,6600,6600,6600,5400,5400,5400,5400,5400,5400,5400,4400
chrysler 300 srt8 for sale,EUR,4400,Medium,56,0.41,3.21,,,,,,3600,4400,4400,4400,4400,5400,5400,5400,5400,4400,5400,5400
ford f100 for sale,EUR,4400,High,100,0.31,3.31,,,,,,4400,4400,3600,4400,3600,4400,3600,4400,4400,4400,4400,3600
acura tl for sale,EUR,5400,Medium,51,0.34,2.86,,,,,,4400,5400,5400,5400,5400,5400,4400,4400,5400,4400,4400,4400
2014 maserati ghibli,EUR,5400,Low,31,0.37,1.38,,,,,,3600,4400,3600,4400,5400,4400,5400,6600,6600,6600,5400,5400
2016 subaru legacy,EUR,5400,Low,21,0.5,4.05,,,,,,4400,4400,4400,5400,5400,5400,5400,8100,8100,6600,6600,5400
2016 bmw m3,EUR,5400,Low,19,0.31,4.27,,,,,,3600,4400,3600,4400,4400,5400,5400,6600,6600,6600,6600,5400
2015 lincoln mkz,EUR,5400,Low,20,0.4,2.88,,,,,,5400,5400,5400,5400,4400,4400,5400,6600,6600,6600,5400,5400
mitsubishi near me,EUR,3600,Low,19,1.48,5.96,,,,,,2900,3600,3600,4400,4400,4400,3600,4400,4400,4400,4400,3600
dodge magnum for sale,EUR,4400,High,74,0.31,1.7,,,,,,3600,5400,5400,6600,4400,4400,4400,5400,5400,4400,4400,4400
millennium auto,EUR,4400,Low,3,1.66,5.68,,,,,,3600,3600,4400,5400,4400,5400,4400,5400,4400,4400,4400,3600
used honda accord for sale,EUR,5400,High,82,1.57,5.14,,,,,,2900,3600,4400,4400,4400,6600,6600,8100,8100,8100,6600,6600
g6 car,EUR,4400,Low,9,0.31,1.18,,,,,,3600,3600,3600,4400,3600,3600,4400,5400,6600,5400,5400,4400
dodge 2500 for sale,EUR,4400,High,71,0.9,6.84,,,,,,4400,5400,5400,5400,4400,4400,4400,5400,5400,5400,4400,4400
2004 infiniti g35 coupe,EUR,5400,High,93,0.32,0.99,,,,,,4400,4400,5400,6600,5400,5400,5400,5400,6600,5400,5400,5400
2015 toyota prius,EUR,5400,Low,29,0.43,2.19,,,,,,4400,5400,4400,5400,5400,4400,5400,6600,6600,5400,5400,5400
2008 lexus rx 350,EUR,5400,Low,26,0.31,0.98,,,,,,4400,4400,4400,5400,4400,4400,5400,6600,6600,6600,5400,5400
2011 buick enclave,EUR,5400,Low,27,0.31,0.97,,,,,,3600,4400,5400,5400,4400,4400,5400,5400,6600,5400,5400,5400
chrysler concorde,EUR,4400,Low,4,0.54,4.74,,,,,,2900,3600,3600,4400,3600,3600,3600,4400,4400,4400,4400,4400
bmw e46 m3 for sale,EUR,4400,High,98,0.31,1.33,,,,,,3600,4400,4400,4400,4400,4400,4400,4400,5400,5400,5400,4400
porsche 356 for sale,EUR,4400,High,99,0.68,6.3,,,,,,3600,3600,3600,4400,3600,4400,3600,4400,4400,4400,4400,3600
cars for sale near me under 5000,EUR,5400,High,75,0.76,2.71,,,,,,2400,3600,5400,5400,4400,6600,6600,6600,5400,4400,4400,5400
rx8 for sale,EUR,3600,High,98,0.28,1.15,,,,,,3600,3600,3600,3600,4400,3600,3600,3600,4400,4400,3600,2900
autotrader classic cars,EUR,6600,Low,5,0.11,2.01,,,,,,4400,6600,5400,6600,5400,5400,6600,6600,8100,6600,5400,5400
tesla for sale near me,EUR,5400,Medium,43,0.22,0.76,,,,,,2900,2900,2900,3600,4400,5400,6600,6600,6600,6600,6600,6600
used prius for sale,EUR,5400,High,73,0.92,3.53,,,,,,2900,3600,2900,3600,3600,5400,5400,6600,6600,6600,6600,6600
used cars online,EUR,5400,High,86,1.43,6.66,,,,,,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400
acura integra for sale,EUR,4400,High,71,0.31,3.43,,,,,,3600,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,4400
legacy motors,EUR,4400,Low,10,0.37,1.12,,,,,,3600,4400,5400,5400,4400,5400,4400,4400,4400,4400,4400,4400
2004 buick lesabre,EUR,5400,Low,12,0.26,0.86,,,,,,4400,4400,4400,5400,4400,5400,5400,6600,6600,5400,5400,5400
used acura rdx,EUR,5400,Medium,65,0.69,4.5,,,,,,4400,6600,5400,6600,5400,5400,5400,6600,6600,5400,5400,5400
2012 dodge durango,EUR,5400,Low,18,0.43,1.34,,,,,,4400,5400,5400,5400,4400,4400,4400,6600,6600,5400,5400,5400
dodge durango srt for sale,EUR,4400,Medium,63,0.53,4.5,,,,,,3600,3600,3600,4400,4400,4400,4400,5400,5400,5400,5400,5400
r34 gtr for sale,EUR,4400,Medium,60,0.86,2.97,,,,,,4400,4400,2900,3600,3600,4400,4400,4400,5400,5400,5400,4400
2018 mustang gt for sale,EUR,5400,High,73,0.5,2.69,,,,,,5400,5400,5400,5400,4400,4400,4400,4400,5400,5400,4400,4400
2005 pontiac grand prix,EUR,4400,Low,13,0.29,0.51,,,,,,4400,4400,4400,5400,4400,4400,4400,5400,5400,5400,5400,4400
audi tt rs for sale,EUR,3600,Medium,50,0.31,1.66,,,,,,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,5400,3600
ls6 engine,EUR,4400,High,100,0.25,0.9,,,,,,3600,5400,3600,4400,4400,4400,4400,4400,4400,5400,5400,4400
used mustang gt,EUR,5400,High,69,0.4,3.52,,,,,,2900,3600,3600,5400,6600,6600,6600,5400,6600,5400,5400,5400
jeep commander for sale,EUR,4400,Medium,65,0.4,2.84,,,,,,4400,5400,5400,5400,4400,4400,4400,4400,4400,4400,4400,3600
lexus 2016,EUR,5400,Low,24,0.72,4.77,,,,,,4400,4400,4400,5400,5400,5400,5400,6600,8100,6600,6600,6600
range rover velar for sale,EUR,3600,Medium,52,0.44,3.13,,,,,,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
used porsche macan,EUR,5400,Medium,58,0.38,3.3,,,,,,4400,4400,5400,5400,5400,5400,5400,6600,6600,6600,6600,6600
convertibles for sale,EUR,5400,High,90,0.5,2.29,,,,,,2400,3600,4400,6600,6600,6600,6600,6600,6600,4400,3600,2400
dealer ford,EUR,4400,Medium,49,1.98,7.09,,,,,,3600,3600,3600,4400,4400,4400,4400,4400,4400,4400,4400,3600
scion tc for sale,EUR,4400,Medium,55,0.37,1.09,,,,,,3600,4400,5400,5400,5400,4400,4400,5400,5400,4400,4400,3600
pathfinder car,EUR,3600,Low,24,3.6,6.83,,,,,,4400,5400,5400,4400,2900,2900,3600,4400,4400,2900,3600,2900
e63 amg for sale,EUR,3600,Low,30,0.28,2.82,,,,,,3600,4400,4400,4400,4400,4400,3600,3600,3600,3600,4400,3600
2003 buick lesabre,EUR,5400,Low,8,0.23,0.46,,,,,,4400,4400,4400,5400,4400,4400,4400,6600,6600,5400,5400,5400
mazdaspeed3 for sale,EUR,5400,Medium,38,0.31,1.76,,,,,,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400
335i for sale,EUR,4400,Medium,36,0.31,1.19,,,,,,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
cars for sale under 3000,EUR,5400,High,100,0.65,2.21,,,,,,3600,5400,6600,6600,4400,4400,4400,4400,5400,4400,4400,4400
ford pinto for sale,EUR,4400,High,93,1.51,5.42,,,,,,3600,4400,3600,4400,3600,3600,4400,6600,5400,5400,5400,4400
range rover dealer near me,EUR,6600,Low,30,2.36,7.87,,,,,,6600,5400,6600,8100,6600,8100,8100,8100,8100,8100,6600,6600
toyota chr for sale,EUR,3600,Medium,63,1.76,6.02,,,,,,2900,3600,2900,4400,3600,3600,3600,4400,4400,2900,2900,2400
2014 lincoln mkz,EUR,5400,Low,22,0.4,2.28,,,,,,4400,4400,4400,4400,4400,4400,5400,6600,6600,6600,6600,6600
2017 buick lacrosse,EUR,5400,Low,25,0.38,2.23,,,,,,4400,5400,5400,5400,4400,4400,5400,5400,6600,5400,5400,5400
used infiniti qx80,EUR,6600,Medium,64,0.73,3.26,,,,,,5400,5400,6600,6600,5400,6600,6600,6600,6600,6600,6600,5400
mercedes cls 550,EUR,4400,Low,32,0.52,3.61,,,,,,6600,6600,5400,5400,2400,2400,2400,2900,3600,2900,3600,2900
chevy bolt for sale,EUR,4400,High,84,0.85,3.35,,,,,,5400,4400,4400,5400,4400,4400,4400,4400,5400,5400,5400,4400
bmw 2013,EUR,3600,Low,13,0.31,2.74,,,,,,2900,2900,2900,3600,3600,3600,3600,5400,5400,4400,4400,4400
premium motors,EUR,3600,Low,4,1.15,3.35,,,,,,2900,3600,3600,4400,3600,3600,3600,3600,3600,3600,2900,2400
opel gt for sale,EUR,4400,High,93,0.52,3.29,,,,,,3600,2900,2900,4400,6600,4400,4400,3600,4400,5400,3600,3600
2016 buick lacrosse,EUR,5400,Low,24,0.37,1.83,,,,,,4400,4400,4400,5400,5400,5400,5400,6600,6600,6600,6600,6600
pontiac solstice for sale,EUR,4400,Medium,66,0.25,0.51,,,,,,2900,3600,4400,4400,4400,5400,5400,5400,5400,4400,3600,2900
used subaru impreza,EUR,5400,Medium,63,0.59,4.32,,,,,,5400,5400,6600,6600,5400,5400,5400,5400,6600,5400,5400,4400
audi dealerships near me,EUR,4400,Low,31,2.25,9.35,,,,,,2900,5400,3600,5400,8100,4400,3600,4400,4400,4400,4400,4400
mazda rotary engine,EUR,4400,High,80,1.2,7.55,,,,,,3600,3600,3600,4400,3600,3600,3600,4400,4400,5400,5400,4400
used ford trucks,EUR,6600,High,69,1.31,4.5,,,,,,6600,6600,6600,6600,6600,5400,5400,6600,6600,5400,6600,5400
cadillac xlr for sale,EUR,4400,High,97,0.31,1.85,,,,,,3600,4400,4400,4400,4400,4400,5400,5400,5400,5400,5400,4400
used aston martin,EUR,4400,High,72,0.25,1.06,,,,,,3600,4400,3600,5400,4400,4400,4400,4400,4400,4400,3600,3600
vw thing for sale,EUR,4400,High,98,0.49,4.86,,,,,,3600,3600,2900,3600,3600,4400,5400,6600,6600,4400,3600,2900
