"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"conference table",13200,"United States",5.98,100,36,"","","","","","9900","9900","9900",9900,9900,12100,12100,12100,9900,9900,9900,9900,12100,8100,8100,8100,8100,9900,8100,9900,8100,8100,8100,8100,8100,8100,8100,8100,8100,9900,8100,9900,9900,9900,8100,12100,12100,12100,12100,12100,9900,14800,12100,12100,12100,12100,12100,14800,14800,14800,14800,12100,12100
"plus size dresses for women",25800,"United States",1.8,100,56,"","","","","","","6600","4400",4400,6600,12100,14800,8100,4400,2900,5400,6600,4400,18100,14800,14800,12100,22200,27100,40500,33100,27100,18100,22200,18100,18100,18100,14800,12100,18100,22200,33100,33100,40500,27100,27100,27100,27100,18100,14800,14800,22200,22200,33100,33100,33100,27100,27100,27100,27100,22200,18100,18100
"dresses for women",206000,"United States",1.3,100,53,"","","","","","","60500","60500",60500,60500,74000,90500,110000,60500,60500,60500,90500,60500,74000,74000,110000,110000,90500,90500,201000,246000,135000,74000,90500,165000,165000,110000,74000,110000,165000,165000,165000,165000,246000,201000,135000,135000,201000,165000,110000,110000,201000,201000,201000,246000,301000,246000,165000,201000,246000,165000,135000,165000
"80s dress",18500,"United States",0.74,100,59,"","","","","1900","1900","3600","4400",2400,1900,4400,5400,4400,5400,3600,2900,2900,3600,6600,9900,5400,4400,8100,8100,8100,9900,9900,8100,8100,8100,12100,14800,9900,9900,14800,12100,9900,14800,12100,9900,9900,12100,18100,22200,12100,12100,14800,14800,14800,14800,14800,12100,18100,22200,33100,33100,18100,12100
"last minute flights",86200,"United States",1.4,71,45,"","","","","","","74000","74000",60500,74000,60500,90500,110000,74000,74000,110000,135000,90500,74000,74000,90500,110000,74000,60500,90500,110000,110000,110000,60500,90500,90500,90500,90500,74000,49500,74000,110000,90500,60500,74000,135000,90500,60500,60500,74000,74000,60500,90500,110000,90500,90500,110000,110000,90500,74000,74000,60500,74000
"keto noodles",11500,"United States",0.46,100,35,"","","","","","","","110",140,110,210,210,210,170,260,260,260,320,320,390,260,320,880,720,880,880,880,1000,1000,1300,1600,1900,1600,1900,5400,4400,5400,5400,8100,8100,9900,9900,9900,8100,8100,8100,18100,12100,12100,9900,9900,9900,12100,12100,12100,12100,9900,8100
"light blue prom dresses",670,"United States",0.44,100,,"","","","","","1600","2400","2400",1600,1900,1900,1900,2322,2322,1266,445,445,562,680,680,680,844,2838,2322,3471,2838,1548,562,562,680,844,844,844,1032,1032,843,1032,1032,461,165,165,205,250,250,250,376,1265,1032,1265,1032,564,250,307,376,564,461,461,564
"credit builder loan",17500,"United States",5.38,91,35,"","","","","","","2900","2900",2400,2400,2900,3600,4400,5400,4400,5400,5400,6600,6600,8100,9900,8100,9900,9900,12100,12100,12100,9900,12100,12100,9900,12100,12100,9900,14800,12100,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800
"2016 hyundai sonata",18600,"United States",4.09,24,,"","","","","","","","",18100,22200,27100,27100,33100,27100,33100,33100,27100,27100,22200,18100,18100,18100,14800,14800,14800,27100,27100,22200,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,18100,14800,14800,14800,12100,12100,14800,14800,18100,14800,18100,18100,22200,22200,22200,22200,18100,18100
"nike dri fit shirts",13400,"United States",1.34,100,,"","","","","","","","",9900,12100,9900,9900,12100,14800,14800,18100,14800,14800,12100,9900,12100,14800,9900,9900,12100,12100,14800,14800,18100,14800,12100,9900,12100,14800,8100,9900,12100,12100,14800,18100,18100,18100,12100,9900,12100,14800,9900,9900,12100,14800,14800,18100,18100,14800,12100,9900,12100,14800
"90s style",19100,"United States",0.66,79,38,"","","","","","6600","9900","9900",4400,3600,5400,8100,8100,8100,8100,6600,6600,8100,14800,18100,8100,6600,9900,9900,9900,9900,9900,8100,9900,9900,14800,18100,9900,6600,12100,12100,12100,12100,9900,8100,9900,12100,18100,18100,8100,8100,12100,9900,12100,9900,9900,12100,22200,27100,40500,40500,18100,14800
"plus size homecoming dresses",12300,"United States",1.09,100,39,"","","","","","","49500","14800",2900,1900,4400,1900,1300,1600,1600,1900,4400,18100,74000,22200,3600,1900,4400,1600,1600,2400,1900,1900,6600,27100,74000,22200,2900,1600,3600,1600,1300,1900,1300,1900,6600,27100,90500,22200,3600,1600,4400,1900,1600,1900,1600,1900,6600,27100,74000,22200,3600,1900
"herman miller chairs",32800,"United States",4,100,35,"","","","","","22200","18100","22200",22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,22200,22200,22200,22200,27100,22200,27100,27100,27100,27100,40500,33100,33100,27100,33100,27100,33100,27100,27100,27100,33100,33100,33100,40500,33100,33100,40500,33100
"cheap jeans",11600,"United States",1.09,100,35,"","","","","","","6600","8100",6600,6600,6600,8100,6600,5400,4400,4400,6600,9900,8100,8100,8100,8100,8100,8100,8100,6600,6600,6600,12100,14800,9900,9900,9900,9900,9900,9900,9900,8100,6600,6600,12100,14800,9900,12100,12100,9900,12100,9900,12100,8100,8100,8100,14800,18100,12100,12100,12100,12100
"supra for sale",17300,"United States",1.67,69,,"","","","","","","","14800",12100,12100,14800,14800,14800,12100,14800,12100,12100,14800,14800,14800,12100,12100,14800,14800,18100,18100,18100,14800,14800,18100,14800,14800,14800,12100,14800,12100,14800,12100,14800,12100,14800,18100,14800,14800,14800,18100,22200,18100,18100,14800,18100,14800,18100,18100,18100,18100,14800,14800
"maternity swimwear",14600,"United States",2.1,100,36,"","","","","","12100","5400","6600",8100,14800,40500,49500,74000,74000,110000,90500,40500,18100,6600,5400,6600,8100,18100,22200,27100,33100,74000,74000,33100,12100,5400,5400,6600,9900,18100,22200,22200,27100,49500,40500,14800,6600,3600,2900,3600,5400,12100,18100,27100,27100,33100,27100,14800,5400,2900,1900,2400,3600
"carmax payment",15100,"United States",0.83,19,34,"","","","","","","","",,,,5400,5400,5400,6600,5400,6600,6600,6600,8100,9900,12100,12100,9900,9900,9900,9900,9900,9900,8100,8100,8100,8100,12100,12100,9900,12100,12100,12100,12100,12100,14800,12100,14800,12100,12100,14800,12100,14800,12100,14800,18100,18100,18100,14800,14800,14800,14800
"fmcc stock",27100,"United States",0.45,0,,"","","","","","","","",,,,,,,,14800,8100,9900,8100,8100,33100,49500,33100,40500,27100,22200,22200,14800,14800,18100,18100,22200,14800,14800,18100,14800,14800,14800,14800,14800,12100,14800,9900,12100,9900,12100,49500,33100,27100,22200,27100,22200,18100,18100,40500,27100,18100,22200
"plant nursery near me",101000,"United States",2.04,13,36,"","","5400","3600","2900","2900","3600","4400",5400,5400,5400,12100,27100,40500,49500,27100,22200,22200,27100,27100,18100,18100,22200,33100,60500,90500,90500,60500,49500,40500,40500,40500,33100,27100,33100,49500,90500,110000,135000,90500,74000,60500,60500,60500,40500,33100,49500,60500,135000,165000,201000,135000,110000,90500,90500,74000,60500,49500
"mardi gras outfits",11000,"United States",0.45,100,35,"","","","","1000","1300","2400","2900",1600,1900,14800,18100,2400,1900,1600,1000,1600,1600,2400,3600,2400,3600,14800,40500,8100,2400,1900,1600,1900,2400,2900,3600,2900,3600,22200,27100,4400,2900,1900,1900,1900,2400,3600,3600,2900,4400,18100,49500,22200,2900,3600,2900,4400,4400,6600,6600,4400,6600
"car lots near me",81600,"United States",2.54,27,47,"","","","","","12100","9900","9900",12100,12100,22200,33100,22200,18100,22200,27100,27100,27100,22200,27100,27100,27100,40500,49500,49500,40500,40500,40500,40500,49500,40500,49500,40500,40500,60500,74000,74000,60500,60500,60500,74000,74000,74000,74000,60500,49500,74000,110000,110000,74000,74000,74000,90500,90500,74000,74000,74000,60500
"wide leg pants",43900,"United States",1.75,100,34,"","","","","","12100","12100","12100",12100,12100,14800,14800,22200,22200,22200,18100,18100,18100,22200,18100,18100,14800,18100,22200,33100,40500,40500,33100,33100,33100,33100,27100,27100,27100,33100,33100,40500,49500,49500,49500,40500,40500,40500,33100,27100,27100,33100,33100,49500,49500,49500,49500,49500,49500,49500,40500,40500,33100
"petco promo code",11300,"United States",0.86,36,38,"","","","","","","","",4400,4400,5400,8100,8100,8100,8100,8100,5400,8100,9900,6600,9900,9900,8100,8100,9900,8100,9900,8100,12100,8100,8100,9900,18100,14800,9900,6600,8100,6600,6600,6600,8100,8100,8100,8100,14800,14800,12100,8100,9900,9900,9900,9900,12100,9900,9900,12100,14800,18100
"shearling coat mens",13500,"United States",1.19,100,36,"","","","","","1300","2900","3600",6600,6600,6600,2900,1000,720,720,880,880,2400,3600,5400,27100,40500,22200,8100,5400,2400,2400,1900,4400,8100,12100,18100,33100,40500,33100,9900,9900,3600,2400,2400,4400,8100,14800,33100,49500,40500,27100,12100,5400,1900,2400,2400,3600,6600,9900,18100,40500,33100
"qcom stock",95500,"United States",3.34,0,43,"","","","","","","","",,,,,,,33100,33100,60500,40500,40500,60500,22200,22200,60500,49500,40500,49500,49500,33100,40500,40500,33100,40500,110000,33100,49500,74000,90500,74000,74000,74000,90500,90500,74000,49500,60500,49500,60500,60500,74000,201000,201000,90500,90500,74000,49500,60500,110000,74000
"met gala 2019",37200,"United States",0.26,1,36,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22200,27100,27100,90500,40500,40500,40500,27100,27100,49500,33100,22200
"subway coupons 2019",13000,"United States",0.67,29,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800,22200,18100,12100,12100,12100,18100,14800,9900,9900,6600,5400
"sweater for girls",15400,"United States",1.43,100,,"","","","","","","","",,,,,,,,,,,,,,,8100,5400,5400,4400,4400,3600,5400,8100,9900,12100,22200,22200,,6600,8100,5400,4400,3600,5400,9900,12100,18100,27100,27100,9900,8100,8100,8100,5400,5400,9900,14800,14800,27100,40500,33100
"food pyramid",74700,"United States",2.19,0,47,"","","","","","49500","60500","74000",74000,60500,90500,74000,74000,74000,74000,49500,40500,49500,74000,74000,74000,60500,74000,74000,74000,74000,60500,49500,49500,49500,60500,60500,60500,49500,74000,74000,74000,74000,74000,49500,49500,49500,60500,60500,60500,49500,74000,60500,74000,74000,60500,60500,74000,74000,90500,90500,90500,74000
"vti stock",31800,"United States",3.44,0,,"","","","","","","","",,,,,,,,,,9900,9900,8100,14800,14800,14800,18100,18100,14800,18100,18100,14800,18100,14800,,,,,,,33100,27100,33100,27100,27100,22200,40500,27100,33100,33100,27100,27100,33100,40500,33100,27100,40500,27100,33100,27100,33100
"ziop stock",12100,"United States",2.82,0,,"","","","","","","","",,,,,,,9900,6600,12100,12100,9900,8100,12100,8100,8100,9900,9900,8100,,,,,,,,,,,,8100,8100,8100,6600,9900,8100,8100,12100,8100,9900,9900,14800,12100,9900,18100,14800,18100,9900,8100,9900,9900
"weathertech coupon",28600,"United States",1.33,100,,"","","","","","","","",,,8100,3600,8100,18100,18100,6600,5400,8100,18100,14800,49500,74000,27100,27100,12100,22200,27100,27100,18100,14800,14800,27100,40500,49500,33100,27100,22200,22200,22200,22200,18100,18100,18100,18100,33100,40500,22200,27100,27100,22200,27100,33100,22200,22200,14800,27100,49500,49500
"wix stock",11900,"United States",11.43,0,43,"","","","","","","","1000",1300,1000,880,1900,880,1000,1600,2400,2400,2900,2400,1600,2900,1900,2900,8100,6600,12100,12100,9900,9900,8100,4400,3600,6600,4400,4400,8100,8100,4400,5400,22200,14800,12100,9900,12100,14800,8100,8100,18100,12100,12100,27100,12100,12100,9900,8100,8100,9900,5400
"c63 amg for sale",11900,"United States",2.09,29,,"","","","","","","","2900",2900,3600,3600,3600,3600,4400,4400,4400,4400,5400,5400,5400,4400,4400,5400,4400,5400,5400,5400,,,,,,8100,8100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100
"lmt stock price",13500,"United States",,0,,"","","","","","","","",,,5400,4400,4400,5400,5400,5400,8100,8100,6600,12100,22200,27100,,,,,,,,,,,,,,18100,18100,18100,18100,12100,14800,14800,12100,14800,12100,12100,12100,9900,12100,12100,14800,12100,14800,18100,18100,14800,12100,12100
"divorce lawyers near me",43000,"United States",25.53,65,39,"","","","","","","2900","2900",2900,4400,6600,6600,6600,8100,8100,9900,8100,8100,9900,12100,12100,8100,9900,9900,18100,18100,12100,14800,12100,22200,22200,22200,18100,18100,33100,27100,27100,27100,33100,27100,33100,33100,33100,33100,27100,27100,33100,33100,40500,40500,40500,40500,49500,49500,49500,49500,40500,49500
"express jeans",18400,"United States",0.87,100,39,"","","","","","33100","18100","18100",22200,18100,14800,14800,14800,14800,12100,9900,12100,22200,18100,18100,22200,18100,14800,14800,18100,18100,14800,12100,14800,33100,22200,22200,27100,22200,18100,18100,22200,18100,14800,12100,14800,22200,22200,22200,27100,27100,18100,18100,18100,14800,14800,12100,14800,22200,22200,22200,22200,22200
"bad credit home loans",16200,"United States",5.03,55,45,"","","","","","","9900","8100",6600,6600,9900,9900,9900,8100,8100,9900,9900,9900,22200,22200,18100,14800,27100,22200,22200,22200,27100,22200,22200,18100,22200,22200,18100,14800,22200,18100,22200,22200,18100,18100,22200,18100,14800,14800,14800,12100,18100,14800,18100,18100,18100,18100,18100,18100,14800,14800,12100,12100
"lord and taylor dresses",34300,"United States",0.85,100,28,"","","","","","","","",,12100,12100,18100,33100,33100,27100,22200,27100,27100,27100,27100,27100,33100,33100,33100,40500,60500,74000,49500,33100,27100,40500,40500,40500,27100,27100,27100,40500,49500,60500,49500,40500,33100,33100,33100,27100,27100,22200,27100,40500,49500,49500,40500,40500,33100,27100,33100,27100,22200
"wedding dresses 2019",25600,"United States",0.65,100,42,"","","","","","","","",,,,,,,,,,,,,10,10,20,10,10,20,40,40,50,50,90,90,,110,210,210,320,590,880,1000,1900,2400,2900,3600,4400,6600,60500,27100,27100,22200,22200,27100,33100,27100,18100,18100,14800,9900
"construction worker",21700,"United States",2.3,7,40,"","","","","","8100","9900","14800",9900,8100,9900,12100,14800,12100,12100,9900,8100,9900,14800,18100,14800,12100,14800,12100,14800,12100,14800,9900,9900,12100,14800,22200,12100,12100,14800,12100,14800,14800,14800,12100,12100,14800,14800,22200,14800,12100,14800,14800,14800,14800,14800,14800,22200,27100,33100,40500,27100,22200
"carbs in cauliflower",21600,"United States",1.1,1,37,"","","","","","","","",,,,,8100,8100,6600,5400,6600,6600,9900,9900,8100,8100,22200,18100,18100,14800,14800,14800,14800,14800,12100,14800,12100,9900,27100,22200,22200,22200,22200,18100,22200,22200,18100,18100,14800,12100,40500,27100,22200,22200,18100,18100,22200,22200,22200,18100,14800,12100
"isrg stock",22100,"United States",3.42,0,,"","2400","1300","1600","3600","1600","1300","2400",1000,1600,3600,2900,2900,,2400,1900,5400,2900,3600,8100,4400,3600,5400,3600,4400,6600,8100,8100,12100,9900,9900,22200,14800,14800,27100,18100,14800,22200,14800,14800,33100,22200,18100,40500,22200,18100,27100,18100,14800,40500,27100,18100,27100,18100,14800,27100,18100,14800
"red wedding dresses",23500,"United States",0.4,100,28,"","","","","","12100","12100","14800",12100,12100,18100,18100,18100,18100,18100,18100,18100,18100,22200,22200,18100,18100,27100,18100,18100,18100,18100,18100,22200,22200,18100,18100,14800,22200,33100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,22200,22200,18100,18100,22200,27100,27100,27100,27100,22200,22200
"wfc stock",60100,"United States",3.81,0,55,"","","","","","","","",,,33100,33100,33100,40500,27100,40500,40500,33100,90500,74000,74000,49500,40500,40500,49500,49500,33100,40500,33100,33100,33100,33100,27100,40500,49500,60500,49500,74000,60500,49500,74000,49500,49500,60500,40500,49500,49500,40500,49500,90500,60500,49500,74000,74000,60500,74000,49500,49500
"long sleeve lace wedding dress",19700,"United States",0.45,100,50,"","","","","","9900","12100","12100",12100,12100,22200,14800,12100,12100,12100,12100,14800,14800,22200,27100,22200,27100,40500,27100,22200,22200,18100,22200,22200,22200,18100,22200,18100,22200,33100,18100,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,27100,18100,14800,12100,12100,14800,22200,22200,22200,27100,22200,22200
"usaa auto insurance",45800,"United States",11.39,58,43,"","","","","","33100","27100","60500",135000,165000,110000,22200,60500,165000,110000,33100,22200,110000,201000,110000,27100,18100,74000,135000,90500,18100,18100,40500,90500,49500,33100,33100,74000,60500,49500,22200,60500,110000,60500,27100,60500,90500,40500,27100,40500,40500,40500,33100,40500,49500,49500,40500,49500,49500,49500,49500,49500,49500
"sport coat",37700,"United States",1.85,100,43,"","","","","","","14800","18100",22200,33100,27100,27100,27100,27100,27100,18100,14800,18100,27100,27100,33100,40500,27100,27100,27100,27100,27100,22200,18100,22200,27100,33100,33100,33100,27100,27100,33100,33100,27100,22200,22200,22200,27100,33100,40500,40500,33100,33100,33100,33100,33100,27100,27100,33100,40500,49500,49500,60500
"nvidia stock",453000,"United States",2.2,1,46,"","","","","","","","",,,40500,40500,40500,49500,110000,90500,110000,165000,135000,135000,301000,368000,301000,450000,368000,246000,673000,673000,550000,673000,550000,550000,673000,550000,823000,1000000,673000,550000,823000,450000,450000,823000,450000,673000,1000000,550000,673000,550000,550000,450000,550000,368000,368000,450000,301000,368000,450000,368000
"walmart grocery promo code",66500,"United States",0.54,18,46,"","","","","","","","",,1900,3600,4400,5400,5400,4400,3600,4400,6600,8100,9900,8100,9900,14800,12100,12100,8100,12100,14800,14800,18100,14800,27100,27100,27100,27100,22200,22200,22200,22200,27100,33100,40500,40500,60500,60500,49500,60500,60500,49500,49500,49500,49500,60500,74000,74000,90500,90500,90500
"two piece dresses",28400,"United States",0.92,100,32,"","33100","33100","22200","22200","27100","40500","33100",27100,40500,60500,60500,74000,74000,60500,40500,40500,40500,60500,49500,40500,33100,49500,49500,60500,74000,49500,33100,33100,33100,49500,33100,27100,22200,40500,40500,49500,49500,40500,27100,27100,27100,40500,22200,22200,18100,40500,33100,40500,40500,27100,22200,22200,27100,33100,22200,18100,14800
"buy here pay here car lots near me",14400,"United States",6.29,65,19,"","","","","","","2400","4400",3600,3600,4400,6600,6600,6600,8100,5400,3600,3600,4400,9900,12100,5400,6600,9900,9900,6600,12100,8100,9900,12100,12100,9900,5400,5400,8100,12100,18100,22200,12100,8100,12100,22200,12100,12100,12100,18100,12100,12100,18100,18100,14800,12100,14800,18100,18100,14800,12100,8100
"first health network",12500,"United States",2.84,30,,"","","","","","","9900","12100",9900,8100,9900,12100,12100,9900,9900,8100,8100,9900,9900,9900,12100,9900,12100,9900,9900,8100,9900,9900,8100,8100,6600,8100,9900,8100,9900,8100,9900,9900,9900,9900,9900,12100,9900,12100,12100,9900,14800,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,12100
"williams sonoma coupon",13100,"United States",0.59,100,32,"","","","","","","","",,,,,,,,,,,,,,33100,14800,12100,12100,9900,12100,9900,9900,9900,9900,12100,33100,40500,18100,14800,14800,9900,12100,9900,8100,9900,9900,9900,22200,33100,12100,9900,12100,8100,12100,8100,6600,8100,8100,9900,22200,40500
"chevy captiva",12800,"United States",2.15,9,,"","","","","","","","",,,,,,,,,,,,14800,12100,12100,12100,14800,14800,14800,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,14800,12100,12100,12100,12100,12100,9900,9900,9900,9900,9900,12100,12100,12100,12100,12100,14800,14800,12100,14800,14800,12100
"snowsuit",15300,"United States",1.03,100,34,"","","","","","","","2900",4400,4400,8100,2900,1000,720,720,880,1000,1300,5400,8100,14800,27100,22200,8100,5400,1900,1900,1600,2400,3600,5400,9900,18100,27100,22200,8100,6600,2900,1900,1900,3600,4400,8100,14800,33100,27100,33100,22200,8100,2900,2400,2400,4400,6600,9900,18100,33100,40500
"online loans",103000,"United States",9.24,99,40,"","","","","","","60500","60500",60500,74000,60500,33100,40500,49500,60500,60500,74000,74000,74000,74000,74000,110000,74000,49500,49500,60500,90500,90500,90500,74000,74000,90500,90500,74000,74000,49500,74000,74000,74000,90500,135000,110000,90500,110000,110000,110000,90500,60500,74000,90500,110000,110000,135000,110000,110000,110000,110000,135000
"jessica howard dresses",12100,"United States",1.16,100,,"","12100","12100","8100","4400","6600","8100","8100",6600,8100,8100,9900,18100,18100,18100,12100,12100,12100,12100,9900,9900,8100,14800,14800,12100,12100,9900,9900,12100,14800,12100,12100,9900,8100,12100,14800,14800,14800,12100,12100,12100,12100,14800,9900,9900,8100,9900,9900,14800,14800,14800,12100,12100,14800,12100,12100,9900,8100
"etf",72800,"United States",11.53,40,69,"","","","","60500","74000","60500","60500",49500,49500,74000,60500,60500,60500,49500,60500,60500,60500,49500,49500,60500,60500,60500,60500,74000,60500,74000,74000,74000,74000,74000,74000,90500,90500,135000,110000,90500,74000,60500,74000,90500,90500,74000,90500,60500,60500,74000,74000,74000,74000,74000,60500,74000,74000,74000,74000,74000,74000
"honda used cars",24600,"United States",4.96,64,36,"","","","","","6600","6600","5400",5400,5400,6600,6600,6600,6600,6600,6600,8100,8100,8100,8100,6600,6600,8100,8100,9900,8100,9900,9900,9900,9900,8100,8100,8100,8100,9900,9900,9900,9900,9900,9900,22200,22200,22200,22200,18100,18100,22200,27100,27100,22200,27100,27100,27100,27100,22200,22200,22200,22200
"little black dress",75800,"United States",1.46,100,42,"","","","","","","110000","90500",90500,90500,110000,90500,90500,90500,90500,74000,74000,90500,110000,90500,90500,74000,90500,74000,90500,90500,74000,60500,74000,90500,90500,90500,90500,74000,90500,74000,90500,90500,74000,60500,74000,74000,90500,74000,74000,74000,74000,74000,74000,74000,60500,60500,74000,90500,90500,90500,74000,74000
"veev stock",22000,"United States",1.23,0,36,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100,9900,9900,12100,9900,18100,22200,18100,14800,27100,22200,22200,33100,22200,14800,27100,22200
"khc stock",75300,"United States",,0,39,"","","","","","","","",,,,,,,,9900,12100,12100,9900,8100,14800,12100,12100,27100,14800,9900,12100,9900,,,,,,14800,18100,33100,27100,33100,40500,27100,22200,33100,27100,33100,40500,33100,33100,165000,135000,74000,74000,60500,49500,90500,60500,60500,60500,40500
"nyfw",11400,"United States",1.66,1,34,"","","","","","258","2900","2900",1600,1900,6600,33100,2400,1300,1300,1600,2900,8100,49500,2400,1600,2400,8100,40500,2400,1600,1600,1900,4400,8100,60500,2900,2900,2900,8100,33100,2400,2400,1900,2400,5400,12100,60500,3600,2400,2900,9900,27100,2900,2400,2400,2900,4400,14800,60500,3600,2400,3600
"linen pants",32400,"United States",1.93,100,31,"","","","","","18100","9900","6600",5400,5400,9900,14800,27100,27100,33100,33100,27100,18100,12100,8100,6600,6600,9900,12100,22200,33100,40500,40500,33100,22200,12100,8100,6600,6600,9900,14800,22200,33100,49500,49500,40500,27100,18100,12100,12100,12100,14800,18100,33100,49500,60500,60500,49500,33100,22200,18100,14800,14800
"self portrait dress",16200,"United States",2.73,100,50,"","","","","","","","",,,,,12100,14800,14800,14800,12100,12100,14800,12100,18100,14800,18100,14800,22200,22200,22200,22200,22200,22200,18100,14800,18100,22200,18100,18100,,27100,27100,18100,18100,14800,14800,22200,12100,12100,14800,18100,18100,18100,22200,18100,18100,18100,14800,12100,12100,9900
"maternity wedding dresses",15300,"United States",1.15,100,37,"","","","","","9900","9900","9900",9900,9900,18100,14800,18100,18100,14800,12100,14800,14800,18100,14800,14800,12100,22200,18100,22200,18100,18100,18100,18100,14800,14800,14800,12100,12100,18100,18100,18100,22200,18100,18100,18100,18100,14800,14800,12100,12100,18100,18100,18100,18100,14800,14800,14800,18100,14800,14800,9900,9900
"keto diet menu for beginners",22900,"United States",2.4,100,34,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,50,320,480,720,1300,1900,2400,5400,14800,18100,22200,22200,22200,40500,22200,22200,18100,22200,22200,27100,27100,22200,22200,14800,14800
"pontiac vibe",19200,"United States",0.66,6,,"","","","","","","","",,,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,14800,14800,18100,18100,18100,18100,18100,14800,18100,18100,14800,14800,14800,14800,14800,14800,18100,18100,18100,18100,22200,22200,22200,22200,22200,18100
"hca stock",18500,"United States",,0,,"","","","","","","","",,,,,,,9900,8100,8100,8100,6600,8100,22200,9900,12100,12100,14800,8100,9900,9900,9900,9900,6600,9900,9900,12100,14800,18100,12100,9900,12100,12100,14800,18100,14800,22200,18100,22200,22200,18100,18100,27100,22200,14800,22200,14800,14800,18100,14800,14800
"michael kors dresses",13800,"United States",1.42,100,32,"","","","","","9900","12100","12100",12100,14800,12100,12100,14800,14800,18100,18100,14800,12100,12100,12100,12100,12100,12100,12100,14800,18100,18100,18100,14800,14800,14800,12100,12100,14800,12100,12100,14800,18100,22200,18100,18100,14800,18100,12100,14800,14800,12100,12100,14800,14800,18100,14800,14800,14800,18100,9900,9900,12100
"how to lose body fat",18200,"United States",2.01,10,44,"","","","","","","14800","12100",12100,12100,14800,14800,18100,18100,14800,14800,18100,18100,14800,12100,12100,12100,22200,14800,14800,18100,22200,22200,18100,14800,12100,14800,18100,14800,22200,22200,22200,22200,14800,22200,22200,14800,12100,14800,14800,12100,18100,14800,18100,22200,18100,18100,22200,18100,18100,18100,18100,14800
"fashion nova dresses",44500,"United States",0.53,100,39,"","","","","","","","",,,1900,2400,2900,2400,3600,5400,6600,6600,6600,8100,9900,18100,18100,14800,14800,14800,18100,12100,12100,14800,18100,18100,14800,14800,18100,18100,22200,27100,27100,22200,22200,27100,33100,33100,27100,27100,33100,33100,40500,40500,49500,49500,49500,40500,49500,49500,49500,49500
"mens short shorts",19200,"United States",1.39,100,38,"","3600","4400","5400","4400","4400","2900","3600",1900,2400,2400,3600,5400,5400,5400,6600,6600,6600,8100,8100,5400,5400,6600,9900,12100,14800,18100,22200,18100,14800,9900,8100,5400,5400,6600,8100,12100,14800,18100,22200,18100,14800,12100,9900,6600,8100,9900,12100,14800,22200,27100,27100,33100,27100,18100,14800,12100,12100
"slb stock",41100,"United States",0.89,0,41,"","","","","","","","",,,27100,22200,22200,22200,22200,18100,22200,18100,18100,18100,18100,22200,22200,18100,18100,18100,22200,22200,,,,,,,49500,27100,22200,27100,27100,22200,27100,22200,27100,33100,40500,49500,49500,33100,27100,40500,33100,40500,40500,49500,49500,49500,40500,40500
