Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
jeep liberty for sale,USD,N/A,"1,000","10,000",Medium,63,0.43,2.26,,,,,,,,,,,,,,,,,
2016 lexus es 350,USD,N/A,"1,000","10,000",Low,33,0.62,4.74,,,,,,,,,,,,,,,,,
chevy volt for sale,USD,N/A,"1,000","10,000",Medium,61,0.55,3.74,,,,,,,,,,,,,,,,,
red mustang,USD,N/A,"1,000","10,000",High,71,0.92,5,,,,,,,,,,,,,,,,,
mazda rx8 for sale,USD,N/A,"1,000","10,000",High,100,0.32,5,,,,,,,,,,,,,,,,,
bmw 2016,USD,N/A,"1,000","10,000",Low,20,0.38,3.9,,,,,,,,,,,,,,,,,
ebay cars for sale,USD,N/A,"1,000","10,000",High,95,0.52,1.57,,,,,,,,,,,,,,,,,
used hyundai,USD,N/A,"1,000","10,000",Medium,57,1.05,5,,,,,,,,,,,,,,,,,
2013 cadillac ats,USD,N/A,"1,000","10,000",Low,30,0.34,1.83,,,,,,,,,,,,,,,,,
2017 subaru wrx,USD,N/A,"1,000","10,000",Low,30,0.55,4.15,,,,,,,,,,,,,,,,,
hhr car,USD,N/A,"1,000","10,000",High,83,0.34,1.51,,,,,,,,,,,,,,,,,
2014 dodge durango,USD,N/A,"1,000","10,000",Low,27,0.57,2.06,,,,,,,,,,,,,,,,,
used infiniti,USD,N/A,"1,000","10,000",Medium,60,1.13,4.91,,,,,,,,,,,,,,,,,
select auto,USD,N/A,"1,000","10,000",Low,6,0.46,4.29,,,,,,,,,,,,,,,,,
2013 volkswagen jetta,USD,N/A,"1,000","10,000",Low,14,0.45,3.33,,,,,,,,,,,,,,,,,
hummer truck,USD,N/A,"1,000","10,000",Low,16,0.5,4.4,,,,,,,,,,,,,,,,,
2016 dodge durango,USD,N/A,"1,000","10,000",Low,28,0.63,2.57,,,,,,,,,,,,,,,,,
dealer toyota,USD,N/A,"1,000","10,000",Medium,50,2.4,9,,,,,,,,,,,,,,,,,
2016 bmw 328i,USD,N/A,"1,000","10,000",Low,24,0.56,4.8,,,,,,,,,,,,,,,,,
used honda civic for sale,USD,N/A,"1,000","10,000",High,88,1.66,5,,,,,,,,,,,,,,,,,
lexus rx 350 price,USD,N/A,"1,000","10,000",Medium,56,2.84,10,,,,,,,,,,,,,,,,,
2016 honda civic lx,USD,N/A,"1,000","10,000",Low,27,0.84,4.48,,,,,,,,,,,,,,,,,
cars for sale under 2000,USD,N/A,"1,000","10,000",High,100,0.47,1.89,,,,,,,,,,,,,,,,,
subaru baja for sale,USD,N/A,"1,000","10,000",Medium,53,0.29,1.87,,,,,,,,,,,,,,,,,
quality motors,USD,N/A,"1,000","10,000",Low,5,0.78,1.61,,,,,,,,,,,,,,,,,
2010 acura tsx,USD,N/A,"1,000","10,000",Low,32,0.34,1.32,,,,,,,,,,,,,,,,,
2016 hyundai genesis,USD,N/A,"1,000","10,000",Low,26,0.59,3.11,,,,,,,,,,,,,,,,,
used suv for sale near me,USD,N/A,"1,000","10,000",High,89,1.15,4.68,,,,,,,,,,,,,,,,,
chevrolet caprice,USD,N/A,"1,000","10,000",Low,12,0.49,4.64,,,,,,,,,,,,,,,,,
kia used cars,USD,N/A,"1,000","10,000",Medium,64,1.25,5,,,,,,,,,,,,,,,,,
lamborghini countach for sale,USD,N/A,"1,000","10,000",High,94,0.42,5.01,,,,,,,,,,,,,,,,,
autonation near me,USD,N/A,"1,000","10,000",Low,13,1.21,6.91,,,,,,,,,,,,,,,,,
used subaru wrx,USD,N/A,"1,000","10,000",Medium,58,0.53,4.2,,,,,,,,,,,,,,,,,
used jeep renegade,USD,N/A,"1,000","10,000",High,70,0.85,4.5,,,,,,,,,,,,,,,,,
used mercedes suv,USD,N/A,"1,000","10,000",Medium,62,1.11,5.86,,,,,,,,,,,,,,,,,
pontiac gto for sale,USD,N/A,"1,000","10,000",High,91,0.29,0.51,,,,,,,,,,,,,,,,,
auto broker,USD,N/A,"1,000","10,000",Low,23,1,4.93,,,,,,,,,,,,,,,,,
2009 pontiac g6,USD,N/A,"1,000","10,000",Low,12,0.35,1.2,,,,,,,,,,,,,,,,,
cargurus cars,USD,N/A,"1,000","10,000",Medium,37,0.95,7,,,,,,,,,,,,,,,,,
2015 infiniti qx60,USD,N/A,"1,000","10,000",Low,29,0.7,3.25,,,,,,,,,,,,,,,,,
truck country,USD,N/A,"1,000","10,000",Low,4,1.32,5.5,,,,,,,,,,,,,,,,,
maserati dealership,USD,N/A,"1,000","10,000",Low,29,3.52,7.73,,,,,,,,,,,,,,,,,
2012 cadillac cts,USD,N/A,"1,000","10,000",Low,22,0.34,1.46,,,,,,,,,,,,,,,,,
2016 acura rdx,USD,N/A,"1,000","10,000",Low,32,0.63,4.09,,,,,,,,,,,,,,,,,
used jaguar,USD,N/A,"1,000","10,000",Medium,55,0.46,3,,,,,,,,,,,,,,,,,
cadillac for sale,USD,N/A,"1,000","10,000",High,92,0.76,4.39,,,,,,,,,,,,,,,,,
chevy s10 for sale,USD,N/A,"1,000","10,000",High,100,0.34,2.58,,,,,,,,,,,,,,,,,
toyota celica for sale,USD,N/A,"1,000","10,000",High,96,0.34,2.81,,,,,,,,,,,,,,,,,
chevelle for sale,USD,N/A,"1,000","10,000",High,100,0.34,1,,,,,,,,,,,,,,,,,
auto sale,USD,N/A,"1,000","10,000",High,74,0.98,3.45,,,,,,,,,,,,,,,,,
wrecked cars for sale,USD,N/A,"1,000","10,000",High,90,0.17,1.45,,,,,,,,,,,,,,,,,
1969 dodge charger for sale,USD,N/A,"1,000","10,000",High,97,0.69,4.24,,,,,,,,,,,,,,,,,
cash cars for sale,USD,N/A,"1,000","10,000",High,95,1.08,4.29,,,,,,,,,,,,,,,,,
bmw 2002 for sale,USD,N/A,"1,000","10,000",High,90,0.34,1.74,,,,,,,,,,,,,,,,,
chevy uplander,USD,N/A,"1,000","10,000",Low,10,0.46,4.27,,,,,,,,,,,,,,,,,
340i,USD,N/A,"1,000","10,000",Low,12,1.62,7.32,,,,,,,,,,,,,,,,,
used g wagon,USD,N/A,"1,000","10,000",High,84,0.4,5.14,,,,,,,,,,,,,,,,,
bmw 5 series for sale,USD,N/A,"1,000","10,000",Medium,45,0.48,5.28,,,,,,,,,,,,,,,,,
2016 lincoln mkz,USD,N/A,"1,000","10,000",Low,24,0.45,2.89,,,,,,,,,,,,,,,,,
2010 bmw 328i,USD,N/A,"1,000","10,000",Low,16,0.34,1.21,,,,,,,,,,,,,,,,,
infiniti q50 for sale,USD,N/A,"1,000","10,000",Medium,49,0.63,4.44,,,,,,,,,,,,,,,,,
m4 for sale,USD,N/A,"1,000","10,000",Medium,50,0.34,2.86,,,,,,,,,,,,,,,,,
camry 2011,USD,N/A,"1,000","10,000",Low,10,0.32,3.42,,,,,,,,,,,,,,,,,
used volvo xc60,USD,N/A,"1,000","10,000",High,69,1.17,11.8,,,,,,,,,,,,,,,,,
used ford mustang,USD,N/A,"1,000","10,000",High,76,0.9,4.58,,,,,,,,,,,,,,,,,
2004 bmw 325i,USD,N/A,"1,000","10,000",Low,31,0.23,1.18,,,,,,,,,,,,,,,,,
infiniti near me,USD,N/A,"1,000","10,000",Low,22,1.36,7.25,,,,,,,,,,,,,,,,,
honda prelude for sale,USD,N/A,"1,000","10,000",High,79,0.34,2.6,,,,,,,,,,,,,,,,,
used cars under 3000,USD,N/A,"1,000","10,000",High,87,0.93,3,,,,,,,,,,,,,,,,,
2010 cadillac srx,USD,N/A,"1,000","10,000",Low,23,0.32,0.87,,,,,,,,,,,,,,,,,
vw bug for sale,USD,N/A,"1,000","10,000",High,100,0.54,6.12,,,,,,,,,,,,,,,,,
black friday car deals,USD,N/A,"1,000","10,000",High,96,1.22,6.67,,,,,,,,,,,,,,,,,
scion xa,USD,N/A,"1,000","10,000",Low,10,0.32,0.81,,,,,,,,,,,,,,,,,
2011 jeep wrangler,USD,N/A,"1,000","10,000",Medium,65,0.37,1.81,,,,,,,,,,,,,,,,,
subaru brz price,USD,N/A,"1,000","10,000",Medium,54,0.43,5,,,,,,,,,,,,,,,,,
buick wagon,USD,N/A,"1,000","10,000",Low,20,1.41,3,,,,,,,,,,,,,,,,,
dave sinclair ford,USD,N/A,"1,000","10,000",Low,11,0.32,1.63,,,,,,,,,,,,,,,,,
used nissan,USD,N/A,"1,000","10,000",Medium,57,1.08,4.54,,,,,,,,,,,,,,,,,
evo for sale,USD,N/A,"1,000","10,000",Medium,49,0.34,1.09,,,,,,,,,,,,,,,,,
evo x for sale,USD,N/A,"1,000","10,000",Medium,54,0.34,1.06,,,,,,,,,,,,,,,,,
used mazda,USD,N/A,"1,000","10,000",Medium,55,0.76,4.52,,,,,,,,,,,,,,,,,
used bmw m3,USD,N/A,"1,000","10,000",Medium,50,0.52,4.99,,,,,,,,,,,,,,,,,
lexus isf for sale,USD,N/A,"1,000","10,000",Medium,39,0.6,8,,,,,,,,,,,,,,,,,
nissan 350z price,USD,N/A,"1,000","10,000",High,84,0.34,1.9,,,,,,,,,,,,,,,,,
land rover dealer near me,USD,N/A,"1,000","10,000",Low,22,1.63,7.5,,,,,,,,,,,,,,,,,
2015 maserati ghibli,USD,N/A,"1,000","10,000",High,80,0.4,1.65,,,,,,,,,,,,,,,,,
2000 camaro,USD,N/A,"1,000","10,000",Medium,53,0.34,5.72,,,,,,,,,,,,,,,,,
caprice classic,USD,N/A,"1,000","10,000",High,92,0.28,0.85,,,,,,,,,,,,,,,,,
infiniti m37,USD,N/A,"1,000","10,000",Low,12,0.42,1.28,,,,,,,,,,,,,,,,,
scion im,USD,N/A,"1,000","10,000",Low,13,0.53,12.57,,,,,,,,,,,,,,,,,
2011 subaru outback,USD,N/A,"1,000","10,000",Low,15,0.34,5.06,,,,,,,,,,,,,,,,,
used pickup trucks for sale near me,USD,N/A,"1,000","10,000",High,98,1.07,3.47,,,,,,,,,,,,,,,,,
quality auto sales,USD,N/A,"1,000","10,000",Low,7,0.89,3,,,,,,,,,,,,,,,,,
audi rs5 for sale,USD,N/A,"1,000","10,000",Medium,38,0.34,2.98,,,,,,,,,,,,,,,,,
used minivans,USD,N/A,"1,000","10,000",High,77,0.79,2.89,,,,,,,,,,,,,,,,,
nissan 300zx for sale,USD,N/A,"1,000","10,000",High,100,0.29,2.65,,,,,,,,,,,,,,,,,
kia amanti,USD,N/A,"1,000","10,000",Low,11,0.92,8.76,,,,,,,,,,,,,,,,,
hummer h3 for sale,USD,N/A,"1,000","10,000",High,73,0.33,0.95,,,,,,,,,,,,,,,,,
sf90 stradale,USD,N/A,"1,000","10,000",Low,1,6,6.6,,,,,,,,,,,,,,,,,
jaguar convertible,USD,N/A,"1,000","10,000",Low,28,0.49,3.83,,,,,,,,,,,,,,,,,
car depot,USD,N/A,"1,000","10,000",Low,12,1.17,4.89,,,,,,,,,,,,,,,,,
honda nsx for sale,USD,N/A,"1,000","10,000",Medium,61,0.41,3.01,,,,,,,,,,,,,,,,,
subaru impreza for sale,USD,N/A,"1,000","10,000",Medium,61,0.88,6.87,,,,,,,,,,,,,,,,,
hyundai used cars,USD,N/A,"1,000","10,000",Medium,64,1.76,5.5,,,,,,,,,,,,,,,,,
ford deals,USD,N/A,"1,000","10,000",Medium,61,2.2,8.03,,,,,,,,,,,,,,,,,
audi q5 2015,USD,N/A,"1,000","10,000",Low,25,0.51,6.3,,,,,,,,,,,,,,,,,
jdm cars for sale,USD,N/A,"1,000","10,000",Medium,52,0.21,1.29,,,,,,,,,,,,,,,,,
2014 bmw 328i,USD,N/A,"1,000","10,000",Low,20,0.44,2.82,,,,,,,,,,,,,,,,,
lexus rc 300,USD,N/A,"1,000","10,000",Medium,37,0.96,3.16,,,,,,,,,,,,,,,,,
manual cars for sale,USD,N/A,"1,000","10,000",High,86,0.59,2.34,,,,,,,,,,,,,,,,,
2012 chevy traverse,USD,N/A,"1,000","10,000",Low,19,0.38,2.55,,,,,,,,,,,,,,,,,
car selling websites,USD,N/A,"1,000","10,000",High,81,1.04,5.02,,,,,,,,,,,,,,,,,
jaguar for sale,USD,N/A,"1,000","10,000",High,68,0.41,2.2,,,,,,,,,,,,,,,,,
used audi q7,USD,N/A,"1,000","10,000",Medium,63,1.16,8.48,,,,,,,,,,,,,,,,,
2011 bmw 335i,USD,N/A,"1,000","10,000",Low,16,0.31,0.88,,,,,,,,,,,,,,,,,
find used cars,USD,N/A,"1,000","10,000",High,80,1.45,5.39,,,,,,,,,,,,,,,,,
mustangs for sale near me,USD,N/A,"1,000","10,000",Medium,62,0.51,2.46,,,,,,,,,,,,,,,,,
vw van for sale,USD,N/A,"1,000","10,000",High,100,0.61,4.4,,,,,,,,,,,,,,,,,
ourisman,USD,N/A,"1,000","10,000",Low,3,0.96,6.42,,,,,,,,,,,,,,,,,
2019 ford mustang coupe,USD,N/A,"1,000","10,000",Low,24,1.25,4.8,,,,,,,,,,,,,,,,,
used jeeps for sale near me,USD,N/A,"1,000","10,000",High,98,0.85,4.2,,,,,,,,,,,,,,,,,
volvo xc90 for sale,USD,N/A,"1,000","10,000",Medium,63,0.68,7.79,,,,,,,,,,,,,,,,,
used nissan gtr,USD,N/A,"1,000","10,000",Medium,51,0.34,4,,,,,,,,,,,,,,,,,
bmw x3 2017,USD,N/A,"1,000","10,000",Low,30,0.59,7.02,,,,,,,,,,,,,,,,,
2017 chrysler 300,USD,N/A,"1,000","10,000",Low,23,0.58,2.48,,,,,,,,,,,,,,,,,
volkswagen van for sale,USD,N/A,"1,000","10,000",High,100,0.71,4.53,,,,,,,,,,,,,,,,,
2016 range rover sport,USD,N/A,"1,000","10,000",Medium,39,0.56,2.72,,,,,,,,,,,,,,,,,
bmw x3 for sale,USD,N/A,"1,000","10,000",Medium,63,0.79,19.08,,,,,,,,,,,,,,,,,
audi a7 2016,USD,N/A,"1,000","10,000",Low,18,0.43,3.57,,,,,,,,,,,,,,,,,
used audi a4,USD,N/A,"1,000","10,000",Medium,54,1.03,8.43,,,,,,,,,,,,,,,,,
no credit check car lots,USD,N/A,"1,000","10,000",High,72,2.98,13.94,,,,,,,,,,,,,,,,,
500 down cars,USD,N/A,"1,000","10,000",High,83,2.12,11.3,,,,,,,,,,,,,,,,,
diesel trucks for sale near me,USD,N/A,"1,000","10,000",High,83,0.76,3.26,,,,,,,,,,,,,,,,,
300zx for sale,USD,N/A,"1,000","10,000",High,97,0.21,0.6,,,,,,,,,,,,,,,,,
2011 cadillac cts,USD,N/A,"1,000","10,000",Low,22,0.34,1.44,,,,,,,,,,,,,,,,,
2013 lexus gs 350,USD,N/A,"1,000","10,000",Low,24,0.41,2.32,,,,,,,,,,,,,,,,,
2016 cadillac cts,USD,N/A,"1,000","10,000",Low,27,0.41,3.05,,,,,,,,,,,,,,,,,
porsche convertible,USD,N/A,"1,000","10,000",High,90,0.63,6.49,,,,,,,,,,,,,,,,,
2014 subaru outback,USD,N/A,"1,000","10,000",Low,21,0.4,4.22,,,,,,,,,,,,,,,,,
mr2 for sale,USD,N/A,"1,000","10,000",High,68,0.3,0.75,,,,,,,,,,,,,,,,,
city auto sales,USD,N/A,"1,000","10,000",Low,14,0.87,3.94,,,,,,,,,,,,,,,,,
2016 buick enclave,USD,N/A,"1,000","10,000",Low,33,0.54,3.7,,,,,,,,,,,,,,,,,
jeep comanche for sale,USD,N/A,"1,000","10,000",High,97,0.87,5.78,,,,,,,,,,,,,,,,,
2008 chrysler sebring,USD,N/A,"1,000","10,000",Low,12,0.26,1.05,,,,,,,,,,,,,,,,,
gti for sale,USD,N/A,"1,000","10,000",Medium,52,0.47,4.58,,,,,,,,,,,,,,,,,
2008 buick enclave,USD,N/A,"1,000","10,000",Low,14,0.31,1.54,,,,,,,,,,,,,,,,,
larry h miller jeep,USD,N/A,"1,000","10,000",Low,19,1.43,4,,,,,,,,,,,,,,,,,
2012 buick lacrosse,USD,N/A,"1,000","10,000",Low,18,0.35,1.49,,,,,,,,,,,,,,,,,
maserati truck,USD,N/A,"1,000","10,000",Medium,47,0.48,3.12,,,,,,,,,,,,,,,,,
best online car buying sites,USD,N/A,"1,000","10,000",High,86,2.17,9.5,,,,,,,,,,,,,,,,,
2013 dodge challenger,USD,N/A,"1,000","10,000",Low,28,0.49,1.53,,,,,,,,,,,,,,,,,
used bmw i8,USD,N/A,"1,000","10,000",Medium,61,0.39,3.5,,,,,,,,,,,,,,,,,
135i,USD,N/A,"1,000","10,000",Low,5,0.38,0.66,,,,,,,,,,,,,,,,,
2017 cadillac xt5,USD,N/A,"1,000","10,000",Medium,50,0.73,4.34,,,,,,,,,,,,,,,,,
dodge ram dealership,USD,N/A,"1,000","10,000",Medium,51,4.8,12.63,,,,,,,,,,,,,,,,,
infiniti g37x,USD,N/A,"1,000","10,000",Low,17,0.43,2.06,,,,,,,,,,,,,,,,,
jeep cj7 for sale,USD,N/A,"1,000","10,000",High,100,0.33,4.62,,,,,,,,,,,,,,,,,
2011 buick regal,USD,N/A,"1,000","10,000",Low,17,0.34,1.52,,,,,,,,,,,,,,,,,
chevrolet camaro price,USD,N/A,"1,000","10,000",High,86,1.1,3.97,,,,,,,,,,,,,,,,,
range rover evoque for sale,USD,N/A,"1,000","10,000",Medium,52,0.54,3.48,,,,,,,,,,,,,,,,,
2015 lexus gs 350,USD,N/A,"1,000","10,000",Low,30,0.43,3.24,,,,,,,,,,,,,,,,,
camry 2008,USD,N/A,"1,000","10,000",Low,8,0.33,2.54,,,,,,,,,,,,,,,,,
fenyr supersport,USD,N/A,"1,000","10,000",Low,2,,,,,,,,,,,,,,,,,,,
2017 buick enclave,USD,N/A,"1,000","10,000",Medium,35,0.52,4.07,,,,,,,,,,,,,,,,,
used range rover sport,USD,N/A,"1,000","10,000",Medium,63,0.63,3,,,,,,,,,,,,,,,,,
repossessed cars for sale,USD,N/A,"1,000","10,000",Medium,58,0.76,2.4,,,,,,,,,,,,,,,,,
chevrolet ssr,USD,N/A,"1,000","10,000",Medium,53,0.35,2.21,,,,,,,,,,,,,,,,,
nissan skyline r34 for sale,USD,N/A,"1,000","10,000",High,74,1.06,6,,,,,,,,,,,,,,,,,
honda genesis,USD,N/A,"1,000","10,000",Low,19,0.73,2.15,,,,,,,,,,,,,,,,,
used lamborghini for sale,USD,N/A,"1,000","10,000",High,99,0.22,1.3,,,,,,,,,,,,,,,,,
bmw e36 for sale,USD,N/A,"1,000","10,000",High,96,0.5,3.21,,,,,,,,,,,,,,,,,
2017 acura rdx,USD,N/A,"1,000","10,000",Medium,36,0.74,6,,,,,,,,,,,,,,,,,
isuzu dealer,USD,N/A,"1,000","10,000",Low,15,1.24,5.86,,,,,,,,,,,,,,,,,
nissan coupe,USD,N/A,"1,000","10,000",Low,17,0.83,3.37,,,,,,,,,,,,,,,,,
audi q7 2015,USD,N/A,"1,000","10,000",Medium,34,0.53,5.2,,,,,,,,,,,,,,,,,
lee auto,USD,N/A,"1,000","10,000",Low,6,1.58,21.3,,,,,,,,,,,,,,,,,
fx35,USD,N/A,"1,000","10,000",Low,15,0.44,0.94,,,,,,,,,,,,,,,,,
240z for sale,USD,N/A,"1,000","10,000",High,93,0.37,2.34,,,,,,,,,,,,,,,,,
dodge cummins for sale,USD,N/A,"1,000","10,000",High,87,0.64,3.48,,,,,,,,,,,,,,,,,
toyota ae86 for sale,USD,N/A,"1,000","10,000",High,80,1.54,5.6,,,,,,,,,,,,,,,,,
koenigsegg for sale,USD,N/A,"1,000","10,000",Low,9,0.98,2.23,,,,,,,,,,,,,,,,,
2015 cadillac cts,USD,N/A,"1,000","10,000",Low,21,0.35,1.55,,,,,,,,,,,,,,,,,
sell my car for cash,USD,N/A,"1,000","10,000",High,71,2.8,9.72,,,,,,,,,,,,,,,,,
toyota pre owned,USD,N/A,"1,000","10,000",Medium,52,1.63,4.33,,,,,,,,,,,,,,,,,
mclaren p1 for sale,USD,N/A,"1,000","10,000",High,76,0.44,1.57,,,,,,,,,,,,,,,,,
lincoln town car for sale,USD,N/A,"1,000","10,000",High,67,0.36,2.05,,,,,,,,,,,,,,,,,
2008 chevy tahoe,USD,N/A,"1,000","10,000",Low,28,0.35,1.2,,,,,,,,,,,,,,,,,
used honda fit,USD,N/A,"1,000","10,000",High,68,1.38,4.37,,,,,,,,,,,,,,,,,
2017 buick encore,USD,N/A,"1,000","10,000",Low,32,0.78,5.38,,,,,,,,,,,,,,,,,
2005 buick lesabre,USD,N/A,"1,000","10,000",Low,12,0.28,0.76,,,,,,,,,,,,,,,,,
2008 acura mdx,USD,N/A,"1,000","10,000",Low,19,0.33,3.28,,,,,,,,,,,,,,,,,
2007 buick lucerne,USD,N/A,"1,000","10,000",Low,12,0.22,0.81,,,,,,,,,,,,,,,,,
truck dealerships near me,USD,N/A,"1,000","10,000",Medium,55,1.82,12.42,,,,,,,,,,,,,,,,,
land rover near me,USD,N/A,"1,000","10,000",Low,22,1.47,7.39,,,,,,,,,,,,,,,,,
private used cars for sale by owner,USD,N/A,"1,000","10,000",High,92,0.61,2.68,,,,,,,,,,,,,,,,,
e55 amg for sale,USD,N/A,"1,000","10,000",High,83,0.34,3.42,,,,,,,,,,,,,,,,,
2015 mustang gt for sale,USD,N/A,"1,000","10,000",High,75,0.41,2.19,,,,,,,,,,,,,,,,,
dodge service,USD,N/A,"1,000","10,000",Low,19,1.36,6.24,,,,,,,,,,,,,,,,,
liberty auto sales,USD,N/A,"1,000","10,000",Low,4,1.23,3.7,,,,,,,,,,,,,,,,,
bmw m6 for sale,USD,N/A,"1,000","10,000",Medium,44,0.34,1.27,,,,,,,,,,,,,,,,,
used chrysler 300,USD,N/A,"1,000","10,000",High,67,0.85,3.92,,,,,,,,,,,,,,,,,
carfax dealer,USD,N/A,"10,000","100,000",Low,21,0.78,2.47,,,,,,,,,,,,,,,,,
lancer car,USD,N/A,"1,000","10,000",Low,7,0.41,3.08,,,,,,,,,,,,,,,,,
2013 lexus rx 350,USD,N/A,"1,000","10,000",Low,29,0.37,2.38,,,,,,,,,,,,,,,,,
buy here pay here lots near me,USD,N/A,"1,000","10,000",Medium,64,1.9,7.8,,,,,,,,,,,,,,,,,
2012 subaru outback,USD,N/A,"1,000","10,000",Low,18,0.34,4.6,,,,,,,,,,,,,,,,,
used nissan maxima,USD,N/A,"1,000","10,000",High,68,0.98,5,,,,,,,,,,,,,,,,,
ford hatchback,USD,N/A,"1,000","10,000",Low,7,0.92,4.52,,,,,,,,,,,,,,,,,
2010 chevy tahoe,USD,N/A,"1,000","10,000",Low,27,0.4,1.5,,,,,,,,,,,,,,,,,
used cars under 2000,USD,N/A,"1,000","10,000",High,98,0.63,2.78,,,,,,,,,,,,,,,,,
2007 jeep commander,USD,N/A,"1,000","10,000",Medium,37,0.4,0.86,,,,,,,,,,,,,,,,,
infiniti jx35,USD,N/A,"1,000","10,000",Low,19,0.45,1.85,,,,,,,,,,,,,,,,,
used vehicles near me,USD,N/A,"1,000","10,000",High,80,1.59,5.94,,,,,,,,,,,,,,,,,
bmw x5 2012,USD,N/A,"1,000","10,000",Low,29,0.34,1.4,,,,,,,,,,,,,,,,,
bill luke dodge,USD,N/A,"1,000","10,000",Low,16,1.34,4.98,,,,,,,,,,,,,,,,,
2013 dodge durango,USD,N/A,"1,000","10,000",Low,25,0.61,2.38,,,,,,,,,,,,,,,,,
tesla pre owned,USD,N/A,"1,000","10,000",Low,19,0.36,0.96,,,,,,,,,,,,,,,,,
2014 acura mdx,USD,N/A,"1,000","10,000",Low,24,0.39,2.9,,,,,,,,,,,,,,,,,
superior auto sales,USD,N/A,"1,000","10,000",Low,7,0.43,1.86,,,,,,,,,,,,,,,,,
2014 chevy tahoe,USD,N/A,"1,000","10,000",Low,24,0.38,1.91,,,,,,,,,,,,,,,,,
2008 subaru outback,USD,N/A,"1,000","10,000",Low,13,0.36,5.51,,,,,,,,,,,,,,,,,
2008 lexus es 350,USD,N/A,"1,000","10,000",Low,28,0.34,4.86,,,,,,,,,,,,,,,,,
gmc vandura,USD,N/A,"1,000","10,000",Low,11,1.26,6.2,,,,,,,,,,,,,,,,,
chevy c10 for sale,USD,N/A,"1,000","10,000",High,100,0.34,4.03,,,,,,,,,,,,,,,,,
camry 2013,USD,N/A,"1,000","10,000",Low,9,0.34,3.35,,,,,,,,,,,,,,,,,
mike's auto sales,USD,N/A,"1,000","10,000",Low,4,1.25,4.63,,,,,,,,,,,,,,,,,
2011 buick lacrosse,USD,N/A,"1,000","10,000",Low,15,0.34,1.18,,,,,,,,,,,,,,,,,
ford five hundred,USD,N/A,"1,000","10,000",Low,5,0.35,5.05,,,,,,,,,,,,,,,,,
bmw x3 2016,USD,N/A,"1,000","10,000",Low,30,0.54,5.95,,,,,,,,,,,,,,,,,
infiniti q60 coupe,USD,N/A,"1,000","10,000",Low,25,0.8,4.34,,,,,,,,,,,,,,,,,
fiat 500 for sale,USD,N/A,"1,000","10,000",High,100,0.46,2.53,,,,,,,,,,,,,,,,,
tesla engine,USD,N/A,"1,000","10,000",High,97,1.99,15.2,,,,,,,,,,,,,,,,,
infiniti m45,USD,N/A,"1,000","10,000",Low,6,0.34,2.98,,,,,,,,,,,,,,,,,
a1 auto sales,USD,N/A,"1,000","10,000",Low,13,0.83,3.79,,,,,,,,,,,,,,,,,
autonation jeep,USD,N/A,"1,000","10,000",Medium,41,3.35,7.89,,,,,,,,,,,,,,,,,
audi rs7 for sale,USD,N/A,"1,000","10,000",Low,20,0.37,2.17,,,,,,,,,,,,,,,,,
evo 8 for sale,USD,N/A,"1,000","10,000",Low,28,0.33,1.16,,,,,,,,,,,,,,,,,
buy here pay here cars,USD,N/A,"1,000","10,000",High,74,1.72,6.89,,,,,,,,,,,,,,,,,
cadillac near me,USD,N/A,"1,000","10,000",Low,29,1.84,7,,,,,,,,,,,,,,,,,
used auto sales,USD,N/A,"1,000","10,000",High,69,1.74,5.9,,,,,,,,,,,,,,,,,
cars for sale near me under 3000,USD,N/A,"1,000","10,000",High,78,0.84,3.03,,,,,,,,,,,,,,,,,
audi pre owned,USD,N/A,"1,000","10,000",Medium,52,2.31,8.37,,,,,,,,,,,,,,,,,
mustang gt350 for sale,USD,N/A,"1,000","10,000",High,84,0.34,2.29,,,,,,,,,,,,,,,,,
r32 gtr for sale,USD,N/A,"1,000","10,000",Medium,52,1,3.36,,,,,,,,,,,,,,,,,
mini cooper for sale near me,USD,N/A,"1,000","10,000",Medium,66,0.53,2.99,,,,,,,,,,,,,,,,,
chevy ss truck,USD,N/A,"1,000","10,000",Low,27,4.09,8.56,,,,,,,,,,,,,,,,,
used kia stinger,USD,N/A,"1,000","10,000",Medium,43,0.34,3.75,,,,,,,,,,,,,,,,,
2006 cadillac dts,USD,N/A,"1,000","10,000",Medium,42,0.32,0.65,,,,,,,,,,,,,,,,,
subaru brat for sale,USD,N/A,"1,000","10,000",High,82,1.57,6.95,,,,,,,,,,,,,,,,,
sell my car online,USD,N/A,"1,000","10,000",High,91,2.33,11.96,,,,,,,,,,,,,,,,,
jaguar coupe,USD,N/A,"1,000","10,000",Low,15,0.6,4.68,,,,,,,,,,,,,,,,,
enterprise buy a car,USD,N/A,"1,000","10,000",Low,31,1.04,3.52,,,,,,,,,,,,,,,,,
2007 acura mdx,USD,N/A,"1,000","10,000",Low,31,0.33,2.56,,,,,,,,,,,,,,,,,
used subaru ascent,USD,N/A,"1,000","10,000",Medium,55,0.47,4.37,,,,,,,,,,,,,,,,,
