Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
meet local singles free,USD,N/A,100,"1,000",High,75,1.13,2.08,,,,,,,,,,,,,,,,,
interracial dating cupid,USD,N/A,100,"1,000",Low,6,1.05,4.99,,,,,,,,,,,,,,,,,
best free online dating,USD,N/A,100,"1,000",Medium,65,1.37,3.89,,,,,,,,,,,,,,,,,
free friendship sites,USD,N/A,100,"1,000",High,81,0.71,1.75,,,,,,,,,,,,,,,,,
punjabi shaadi,USD,N/A,10,100,Low,8,0.28,0.77,,,,,,,,,,,,,,,,,
senior dating sites over 60 free,USD,N/A,100,"1,000",High,91,1.67,4.33,,,,,,,,,,,,,,,,,
local dating sites near me,USD,N/A,100,"1,000",High,94,1.24,2.94,,,,,,,,,,,,,,,,,
free interracial dating,USD,N/A,100,"1,000",Medium,48,1.1,2.52,,,,,,,,,,,,,,,,,
young women seeking older men,USD,N/A,100,"1,000",Medium,46,0.62,1.9,,,,,,,,,,,,,,,,,
sc matrimony,USD,N/A,10,100,Low,6,,,,,,,,,,,,,,,,,,,
women seeking men gr,USD,N/A,100,"1,000",Unknown,,,,,,,,,,,,,,,,,,,,
speed dating near me over 40,USD,N/A,100,"1,000",High,73,0.99,2.7,,,,,,,,,,,,,,,,,
free singles websites,USD,N/A,100,"1,000",High,92,1.49,3.17,,,,,,,,,,,,,,,,,
free female dating site,USD,N/A,100,"1,000",High,75,0.93,2.77,,,,,,,,,,,,,,,,,
okcupid a list free,USD,N/A,100,"1,000",Low,0,,,,,,,,,,,,,,,,,,,
women seeking men ads,USD,N/A,100,"1,000",Medium,36,1.07,2.34,,,,,,,,,,,,,,,,,
the best free dating sites,USD,N/A,100,"1,000",High,82,1.44,2.92,,,,,,,,,,,,,,,,,
best matrimonial site,USD,N/A,10,100,Medium,39,0.95,4.07,,,,,,,,,,,,,,,,,
free catholic dating sites,USD,N/A,100,"1,000",High,84,1.25,2.39,,,,,,,,,,,,,,,,,
free dating sites no fees,USD,N/A,100,"1,000",High,94,1.15,2.56,,,,,,,,,,,,,,,,,
interracial dating sites for seniors,USD,N/A,100,"1,000",High,93,1.47,2.92,,,,,,,,,,,,,,,,,
tamil matrimonial,USD,N/A,10,100,Low,16,0.56,1.26,,,,,,,,,,,,,,,,,
free teen dating sites,USD,N/A,100,"1,000",High,74,0.56,1.81,,,,,,,,,,,,,,,,,
interracial chat,USD,N/A,100,"1,000",Medium,35,0.67,1.74,,,,,,,,,,,,,,,,,
lesbian speed dating near me,USD,N/A,100,"1,000",Low,33,0.85,1.88,,,,,,,,,,,,,,,,,
arranged marriage website,USD,N/A,100,"1,000",Medium,51,0.99,2.34,,,,,,,,,,,,,,,,,
free dating sites that work,USD,N/A,100,"1,000",High,89,1.12,2.41,,,,,,,,,,,,,,,,,
totally free dating sites no sign up,USD,N/A,100,"1,000",Medium,49,0.69,2.31,,,,,,,,,,,,,,,,,
bharat matrimony search,USD,N/A,10,100,Low,11,0.56,3.9,,,,,,,,,,,,,,,,,
free dating sites for people over 50,USD,N/A,100,"1,000",High,74,2.03,4.67,,,,,,,,,,,,,,,,,
no credit card dating sites,USD,N/A,100,"1,000",High,84,1.15,2.85,,,,,,,,,,,,,,,,,
hindu matrimony,USD,N/A,10,100,Low,24,0.5,1.27,,,,,,,,,,,,,,,,,
lavalife chat,USD,N/A,100,"1,000",Low,24,0.45,1.15,,,,,,,,,,,,,,,,,
free flirting sites,USD,N/A,100,"1,000",High,72,0.63,1.65,,,,,,,,,,,,,,,,,
dating over 60s free membership,USD,N/A,100,"1,000",High,84,0.55,2,,,,,,,,,,,,,,,,,
malayalam matrimony,USD,N/A,10,100,Low,26,0.74,1.27,,,,,,,,,,,,,,,,,
free hiv dating sites,USD,N/A,100,"1,000",Low,29,0.84,2.05,,,,,,,,,,,,,,,,,
matrimonial services,USD,N/A,10,100,Medium,34,1.05,3.77,,,,,,,,,,,,,,,,,
my free personals,USD,N/A,100,"1,000",Low,10,0.24,1.68,,,,,,,,,,,,,,,,,
tinder profile search free,USD,N/A,100,"1,000",Medium,51,0.59,1.62,,,,,,,,,,,,,,,,,
kannada shaadi,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
friends matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
catholic dating for free,USD,N/A,100,"1,000",High,76,1.18,2.4,,,,,,,,,,,,,,,,,
free jewish dating sites,USD,N/A,100,"1,000",High,75,0.8,1.75,,,,,,,,,,,,,,,,,
free cougar sites,USD,N/A,100,"1,000",High,83,0.89,2.13,,,,,,,,,,,,,,,,,
hindu matrimonial sites,USD,N/A,10,100,Medium,39,0.67,1.27,,,,,,,,,,,,,,,,,
telugu matrimony search,USD,N/A,10,100,Low,4,0.43,0.93,,,,,,,,,,,,,,,,,
top 10 free dating sites,USD,N/A,100,"1,000",High,74,1.06,2.9,,,,,,,,,,,,,,,,,
free mature dating,USD,N/A,100,"1,000",High,83,0.85,2.26,,,,,,,,,,,,,,,,,
free dating site without credit card,USD,N/A,100,"1,000",High,85,1.12,2.53,,,,,,,,,,,,,,,,,
knanaya matrimony brides,USD,N/A,10,100,Low,11,,,,,,,,,,,,,,,,,,,
dating over 60s free,USD,N/A,100,"1,000",High,93,0.88,2.48,,,,,,,,,,,,,,,,,
best lds dating sites,USD,N/A,100,"1,000",High,69,1.28,4.05,,,,,,,,,,,,,,,,,
completely free dating sites for over 60s,USD,N/A,10,100,High,89,1.29,4.22,,,,,,,,,,,,,,,,,
marriage bureau near me,USD,N/A,10,100,Low,8,0.66,1.8,,,,,,,,,,,,,,,,,
plenty of fish search free without registering,USD,N/A,100,"1,000",Medium,43,0.54,1.73,,,,,,,,,,,,,,,,,
best free russian dating site,USD,N/A,100,"1,000",Medium,50,,,,,,,,,,,,,,,,,,,
sindhi matrimony,USD,N/A,10,100,Low,10,0.56,0.56,,,,,,,,,,,,,,,,,
popular free dating sites,USD,N/A,100,"1,000",High,81,1.3,2.85,,,,,,,,,,,,,,,,,
women seeking men inland empire,USD,N/A,100,"1,000",Low,2,,,,,,,,,,,,,,,,,,,
100 free black singles dating sites,USD,N/A,100,"1,000",High,86,0.9,2.08,,,,,,,,,,,,,,,,,
female seeking male near me,USD,N/A,100,"1,000",Medium,55,0.49,1.43,,,,,,,,,,,,,,,,,
free singles dating,USD,N/A,100,"1,000",High,71,1.34,2.45,,,,,,,,,,,,,,,,,
100 free russian dating sites,USD,N/A,100,"1,000",High,71,2,5.86,,,,,,,,,,,,,,,,,
free gay dating websites,USD,N/A,100,"1,000",High,82,0.69,2.04,,,,,,,,,,,,,,,,,
free dating sites for couples,USD,N/A,100,"1,000",High,85,0.84,2.34,,,,,,,,,,,,,,,,,
free hookup websites no card,USD,N/A,100,"1,000",High,89,1.06,2.27,,,,,,,,,,,,,,,,,
agarwal matrimony,USD,N/A,10,100,Low,6,,,,,,,,,,,,,,,,,,,
philippine women seeking men,USD,N/A,100,"1,000",Low,7,1.28,3.12,,,,,,,,,,,,,,,,,
meet singles online free,USD,N/A,100,"1,000",High,82,1.54,2.55,,,,,,,,,,,,,,,,,
chaithanya matrimony search,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
local speed dating,USD,N/A,100,"1,000",Medium,55,0.76,2.58,,,,,,,,,,,,,,,,,
free marriage site,USD,N/A,10,100,Medium,55,0.77,2.36,,,,,,,,,,,,,,,,,
interracial match dating site,USD,N/A,100,"1,000",Low,1,,,,,,,,,,,,,,,,,,,
swirl dating site,USD,N/A,100,"1,000",Medium,35,0.2,1.76,,,,,,,,,,,,,,,,,
mixed race dating,USD,N/A,100,"1,000",Medium,50,0.77,3.58,,,,,,,,,,,,,,,,,
catholic matrimony,USD,N/A,10,100,Low,15,1.25,2.5,,,,,,,,,,,,,,,,,
zoosk free membership,USD,N/A,100,"1,000",Low,15,0.1,1.28,,,,,,,,,,,,,,,,,
best muslim marriage sites,USD,N/A,10,100,High,72,1.12,3.06,,,,,,,,,,,,,,,,,
100 free dating sites for singles,USD,N/A,100,"1,000",High,68,1.26,2.45,,,,,,,,,,,,,,,,,
free dating sites in the world without payment,USD,N/A,10,100,High,74,1.12,2.88,,,,,,,,,,,,,,,,,
best bbw dating sites,USD,N/A,100,"1,000",Medium,52,0.61,1.8,,,,,,,,,,,,,,,,,
senior friends date,USD,N/A,100,"1,000",Medium,37,0.8,2.33,,,,,,,,,,,,,,,,,
free online dating services,USD,N/A,100,"1,000",High,82,1.46,2.63,,,,,,,,,,,,,,,,,
flirting sites without payment,USD,N/A,100,"1,000",Low,0,,,,,,,,,,,,,,,,,,,
free latino dating sites,USD,N/A,100,"1,000",High,81,1.66,4.72,,,,,,,,,,,,,,,,,
male seeking female craigslist,USD,N/A,100,"1,000",Low,14,,,,,,,,,,,,,,,,,,,
mature women looking for young men,USD,N/A,100,"1,000",Medium,66,0.81,1.51,,,,,,,,,,,,,,,,,
connecting singles browse,USD,N/A,100,"1,000",Low,0,,,,,,,,,,,,,,,,,,,
free messaging hookup sites,USD,N/A,100,"1,000",High,85,0.75,1.5,,,,,,,,,,,,,,,,,
meet senior singles free,USD,N/A,100,"1,000",High,90,1.23,2.99,,,,,,,,,,,,,,,,,
free hookup no credit card,USD,N/A,100,"1,000",High,91,0.9,1.93,,,,,,,,,,,,,,,,,
bharat matrimony search by id,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
free meetup sites,USD,N/A,100,"1,000",High,85,0.8,2.07,,,,,,,,,,,,,,,,,
free foreign dating sites,USD,N/A,100,"1,000",Medium,66,1.58,4.6,,,,,,,,,,,,,,,,,
speed dating for seniors,USD,N/A,100,"1,000",High,69,1.03,2.63,,,,,,,,,,,,,,,,,
matchocean dating site,USD,N/A,100,"1,000",Medium,55,0.92,2.03,,,,,,,,,,,,,,,,,
speed dating reddit,USD,N/A,100,"1,000",Low,0,,,,,,,,,,,,,,,,,,,
date black singles,USD,N/A,100,"1,000",High,75,0.95,2.43,,,,,,,,,,,,,,,,,
free mature dating sites,USD,N/A,100,"1,000",High,89,1.15,2.95,,,,,,,,,,,,,,,,,
free matrimonial sites,USD,N/A,10,100,Medium,56,0.82,2.31,,,,,,,,,,,,,,,,,
women seeking men classifieds,USD,N/A,100,"1,000",Low,25,1.05,1.91,,,,,,,,,,,,,,,,,
free matchmaking sites,USD,N/A,100,"1,000",High,84,1.46,3.74,,,,,,,,,,,,,,,,,
speeddate dating site,USD,N/A,100,"1,000",Medium,59,0.99,2.12,,,,,,,,,,,,,,,,,
man seeking woman craigslist,USD,N/A,100,"1,000",Low,13,0.54,1.57,,,,,,,,,,,,,,,,,
free to browse dating sites,USD,N/A,100,"1,000",High,83,0.75,2.15,,,,,,,,,,,,,,,,,
free dating no sign up,USD,N/A,100,"1,000",High,87,0.69,2,,,,,,,,,,,,,,,,,
sikh bride,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
std singles free,USD,N/A,100,"1,000",Low,2,,,,,,,,,,,,,,,,,,,
m4 matrimony,USD,N/A,10,100,Low,4,1.77,2.4,,,,,,,,,,,,,,,,,
pink cupid free search,USD,N/A,100,"1,000",Low,23,0.5,0.58,,,,,,,,,,,,,,,,,
ladies looking for men,USD,N/A,10,100,High,70,0.36,1.24,,,,,,,,,,,,,,,,,
free cell phone dating,USD,N/A,100,"1,000",High,75,0.89,2.05,,,,,,,,,,,,,,,,,
telugushaadi,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
nri shaadi,USD,N/A,100,"1,000",Low,11,0.66,1.08,,,,,,,,,,,,,,,,,
tamil matrimony search by id,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
speed dating over 50,USD,N/A,100,"1,000",High,79,1.65,3.44,,,,,,,,,,,,,,,,,
free matrimonial sites without payment,USD,N/A,10,100,Medium,48,0.55,1.4,,,,,,,,,,,,,,,,,
free matrimony,USD,N/A,10,100,Medium,34,0.53,2.48,,,,,,,,,,,,,,,,,
gay speed dating near me,USD,N/A,100,"1,000",Low,21,0.85,1.67,,,,,,,,,,,,,,,,,
free lds dating sites,USD,N/A,100,"1,000",Medium,63,1.18,3.89,,,,,,,,,,,,,,,,,
free dating site 2019,USD,N/A,100,"1,000",High,88,1.08,2.38,,,,,,,,,,,,,,,,,
biracial dating,USD,N/A,100,"1,000",Medium,51,1.38,3.98,,,,,,,,,,,,,,,,,
christian singles for free,USD,N/A,100,"1,000",Medium,52,1.4,3.34,,,,,,,,,,,,,,,,,
free dating site in the world,USD,N/A,10,100,High,83,1.57,2.84,,,,,,,,,,,,,,,,,
christian singles chat,USD,N/A,100,"1,000",High,78,0.9,3.97,,,,,,,,,,,,,,,,,
white men married to black women,USD,N/A,100,"1,000",Low,8,0.04,2.09,,,,,,,,,,,,,,,,,
list of free dating sites in the world,USD,N/A,100,"1,000",High,76,0.82,2.57,,,,,,,,,,,,,,,,,
free dating sites for country folks,USD,N/A,100,"1,000",High,90,0.81,2.31,,,,,,,,,,,,,,,,,
eventbrite speed dating,USD,N/A,100,"1,000",Low,16,0.87,3.11,,,,,,,,,,,,,,,,,
jeevansathi matrimony,USD,N/A,10,100,Low,21,1.13,218.43,,,,,,,,,,,,,,,,,
chaithanya knanaya matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
black speed dating,USD,N/A,100,"1,000",Low,13,0.55,1.38,,,,,,,,,,,,,,,,,
international dating sites free 100,USD,N/A,10,100,High,68,1.35,5.18,,,,,,,,,,,,,,,,,
deaf singles,USD,N/A,100,"1,000",Medium,46,0.6,1.8,,,,,,,,,,,,,,,,,
totally free dating sites like plenty of fish,USD,N/A,10,100,Medium,41,0.85,1.58,,,,,,,,,,,,,,,,,
interracial sites,USD,N/A,100,"1,000",Medium,38,0.36,2.86,,,,,,,,,,,,,,,,,
singles in my area free,USD,N/A,100,"1,000",High,85,0.95,2.06,,,,,,,,,,,,,,,,,
free christian dating websites,USD,N/A,100,"1,000",High,79,1.88,4.34,,,,,,,,,,,,,,,,,
good news matrimony,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
beautiful matrimony,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
bharat matrimony search for groom,USD,N/A,10,100,Low,23,1.68,6.27,,,,,,,,,,,,,,,,,
free bbw sites,USD,N/A,100,"1,000",High,74,0.81,1.62,,,,,,,,,,,,,,,,,
gujarati shaadi,USD,N/A,10,100,Low,7,0.28,0.28,,,,,,,,,,,,,,,,,
eharmony free weekend 2019,USD,N/A,100,"1,000",Low,32,0.68,6.5,,,,,,,,,,,,,,,,,
anastasiadate free chat,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
black women interracial,USD,N/A,100,"1,000",Low,2,,,,,,,,,,,,,,,,,,,
free dating sight,USD,N/A,100,"1,000",High,85,0.9,2.18,,,,,,,,,,,,,,,,,
free online dating without registration,USD,N/A,10,100,High,93,0.71,2.08,,,,,,,,,,,,,,,,,
free lesbian chat dating sites,USD,N/A,100,"1,000",Low,0,,,,,,,,,,,,,,,,,,,
local women looking for men,USD,N/A,100,"1,000",High,73,0.42,1.61,,,,,,,,,,,,,,,,,
tinder interracial,USD,N/A,100,"1,000",Low,16,0.73,2.93,,,,,,,,,,,,,,,,,
bharat matrimony telugu,USD,N/A,10,100,Low,7,0.24,3.45,,,,,,,,,,,,,,,,,
no credit card hookup,USD,N/A,100,"1,000",High,81,0.72,1.65,,,,,,,,,,,,,,,,,
kummari matrimony,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
free dating sites for single parents,USD,N/A,100,"1,000",High,69,1.31,3.22,,,,,,,,,,,,,,,,,
lankamatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
marriage profile,USD,N/A,10,100,Low,10,1.05,3.64,,,,,,,,,,,,,,,,,
pof free browse,USD,N/A,100,"1,000",Low,30,0.47,1.75,,,,,,,,,,,,,,,,,
free disabled dating,USD,N/A,100,"1,000",High,68,0.45,1.65,,,,,,,,,,,,,,,,,
free ts dating sites,USD,N/A,100,"1,000",High,86,0.42,1.48,,,,,,,,,,,,,,,,,
muslim marriage free chat,USD,N/A,10,100,Medium,50,0.78,1.97,,,,,,,,,,,,,,,,,
dating sites like pof,USD,N/A,100,"1,000",Medium,59,0.84,2.38,,,,,,,,,,,,,,,,,
classified ads women seeking men,USD,N/A,100,"1,000",Low,24,,,,,,,,,,,,,,,,,,,
tamil matrimony search,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
speed dating tonight,USD,N/A,10,100,Low,7,0.46,2.12,,,,,,,,,,,,,,,,,
women looking for younger men,USD,N/A,100,"1,000",Medium,60,0.73,1.8,,,,,,,,,,,,,,,,,
male seeking female,USD,N/A,100,"1,000",Medium,61,0.48,2.21,,,,,,,,,,,,,,,,,
a woman looking for a man to marry,USD,N/A,10,100,High,68,1.26,2.74,,,,,,,,,,,,,,,,,
a free dating site,USD,N/A,100,"1,000",High,94,1.38,2.56,,,,,,,,,,,,,,,,,
chaithanya matrimony grooms,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
free trans dating sites,USD,N/A,100,"1,000",High,79,0.51,1.81,,,,,,,,,,,,,,,,,
bharat matrimony search by id no,USD,N/A,10,100,Low,27,0.94,2.79,,,,,,,,,,,,,,,,,
free dating sites with free messaging,USD,N/A,100,"1,000",High,85,1.08,2.08,,,,,,,,,,,,,,,,,
matrimonial advertisement,USD,N/A,10,100,Low,22,2.9,13.45,,,,,,,,,,,,,,,,,
mubarakrishte,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
matrimonial ads,USD,N/A,10,100,Low,18,1.29,5.9,,,,,,,,,,,,,,,,,
cupid free dating site,USD,N/A,100,"1,000",High,70,0.76,1.92,,,,,,,,,,,,,,,,,
free online dating sites without payment,USD,N/A,10,100,High,78,1.54,3.41,,,,,,,,,,,,,,,,,
asian women looking for men,USD,N/A,100,"1,000",High,69,1.58,3.74,,,,,,,,,,,,,,,,,
no payment dating sites,USD,N/A,100,"1,000",High,85,1.65,4.2,,,,,,,,,,,,,,,,,
singles dating events,USD,N/A,100,"1,000",Medium,64,1.31,3.34,,,,,,,,,,,,,,,,,
mature women looking for men,USD,N/A,100,"1,000",High,68,0.69,2.07,,,,,,,,,,,,,,,,,
actually free dating sites,USD,N/A,100,"1,000",High,74,1.03,2.04,,,,,,,,,,,,,,,,,
free dating websites for seniors,USD,N/A,100,"1,000",High,87,1.97,3.8,,,,,,,,,,,,,,,,,
free african dating sites,USD,N/A,100,"1,000",High,86,0.96,2.15,,,,,,,,,,,,,,,,,
dating sites free search,USD,N/A,100,"1,000",High,77,1.22,3.44,,,,,,,,,,,,,,,,,
trans4date,USD,N/A,100,"1,000",Low,3,,,,,,,,,,,,,,,,,,,
meetville free,USD,N/A,10,100,Medium,48,0.72,4.15,,,,,,,,,,,,,,,,,
marriage beuro near me,USD,N/A,10,100,Low,24,0.95,2.19,,,,,,,,,,,,,,,,,
hookup sites no sign up,USD,N/A,100,"1,000",High,74,0.64,1.1,,,,,,,,,,,,,,,,,
totally free dating sites for seniors,USD,N/A,100,"1,000",High,94,1.39,3.06,,,,,,,,,,,,,,,,,
dating site no registration,USD,N/A,100,"1,000",High,73,0.9,2.66,,,,,,,,,,,,,,,,,
muslima matrimonial,USD,N/A,10,100,Low,21,0.63,1.26,,,,,,,,,,,,,,,,,
black gay chat line,USD,N/A,100,"1,000",High,71,0.52,2.84,,,,,,,,,,,,,,,,,
urdu matrimony,USD,N/A,10,100,Low,9,0.56,1.24,,,,,,,,,,,,,,,,,
brahmin sangam,USD,N/A,10,100,Low,9,1.08,15.58,,,,,,,,,,,,,,,,,
dating sites without registration,USD,N/A,10,100,Medium,61,0.7,2.27,,,,,,,,,,,,,,,,,
free lesbian websites,USD,N/A,100,"1,000",High,68,0.66,2.45,,,,,,,,,,,,,,,,,
8 minute dating,USD,N/A,100,"1,000",Low,29,0.7,1.99,,,,,,,,,,,,,,,,,
serious free dating sites,USD,N/A,10,100,High,67,1.26,3.67,,,,,,,,,,,,,,,,,
murugavel janakiraman,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
completely free online dating,USD,N/A,10,100,High,85,1.43,3.1,,,,,,,,,,,,,,,,,
best latin dating sites,USD,N/A,100,"1,000",Medium,38,2.09,6.08,,,,,,,,,,,,,,,,,
free dating no credit card,USD,N/A,100,"1,000",High,86,1.05,2.45,,,,,,,,,,,,,,,,,
meet someone online free,USD,N/A,10,100,High,87,0.99,2.62,,,,,,,,,,,,,,,,,
free local singles near me,USD,N/A,10,100,High,88,0.9,2.15,,,,,,,,,,,,,,,,,
marathi matrimony sites,USD,N/A,10,100,Low,16,0.65,1.25,,,,,,,,,,,,,,,,,
free online dating sites for singles,USD,N/A,100,"1,000",High,67,1.59,3.26,,,,,,,,,,,,,,,,,
vivah matrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
chavara matrimony nurses,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
totally free online dating,USD,N/A,10,100,High,89,0.93,2.22,,,,,,,,,,,,,,,,,
meet guys online for free,USD,N/A,100,"1,000",High,81,0.98,2.19,,,,,,,,,,,,,,,,,
best free dating sites for single parents,USD,N/A,10,100,High,82,1.15,3.08,,,,,,,,,,,,,,,,,
free phone dating sites,USD,N/A,100,"1,000",High,85,0.91,2.05,,,,,,,,,,,,,,,,,
meet cougars for free,USD,N/A,100,"1,000",High,72,0.7,1.62,,,,,,,,,,,,,,,,,
best speed dating events,USD,N/A,100,"1,000",Low,30,1.26,4.69,,,,,,,,,,,,,,,,,
free farmers dating site,USD,N/A,100,"1,000",High,78,0.91,2.35,,,,,,,,,,,,,,,,,
free dating sites in my area,USD,N/A,100,"1,000",High,98,1.34,2.68,,,,,,,,,,,,,,,,,
zoosk sign up free,USD,N/A,10,100,Medium,50,0.6,1.38,,,,,,,,,,,,,,,,,
on speed dating,USD,N/A,100,"1,000",Low,10,0.4,2.43,,,,,,,,,,,,,,,,,
local singles near me free,USD,N/A,10,100,High,90,0.84,2.49,,,,,,,,,,,,,,,,,
free dating near me,USD,N/A,100,"1,000",Medium,65,0.86,2.07,,,,,,,,,,,,,,,,,
second marriage matrimony,USD,N/A,10,100,Low,30,0.77,3.05,,,,,,,,,,,,,,,,,
online dating chat rooms,USD,N/A,10,100,Medium,46,0.9,2.06,,,,,,,,,,,,,,,,,
black singles chat line,USD,N/A,100,"1,000",Medium,60,0.95,2.01,,,,,,,,,,,,,,,,,
daijiworld matrimonial,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
free dating sites for marriage,USD,N/A,10,100,High,86,1.37,2.72,,,,,,,,,,,,,,,,,
punjabi tribune matrimonial,USD,N/A,10,100,Medium,36,1.25,1.27,,,,,,,,,,,,,,,,,
divorcee matrimony brides,USD,N/A,10,100,Low,27,0.7,1.12,,,,,,,,,,,,,,,,,
brethren matrimony,USD,N/A,10,100,Low,19,,,,,,,,,,,,,,,,,,,
nri marriage,USD,N/A,10,100,Low,21,0.48,0.89,,,,,,,,,,,,,,,,,
free lesbian dating sites for serious relationships,USD,N/A,10,100,High,89,1.15,2.38,,,,,,,,,,,,,,,,,
looking for a rich man to marry,USD,N/A,10,100,Medium,65,0.5,1.82,,,,,,,,,,,,,,,,,
malayalee shaadi,USD,N/A,10,100,Low,9,0.28,0.28,,,,,,,,,,,,,,,,,
widow brides,USD,N/A,10,100,Low,16,0.41,1.56,,,,,,,,,,,,,,,,,
female seeking male craigslist,USD,N/A,100,"1,000",Low,15,0.22,1.15,,,,,,,,,,,,,,,,,
padmashaliindia,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
shia matrimonial,USD,N/A,10,100,Low,22,1.8,3.88,,,,,,,,,,,,,,,,,
free muslim matrimonial sites,USD,N/A,10,100,Medium,45,1.7,3.24,,,,,,,,,,,,,,,,,
dating sites without payment,USD,N/A,10,100,High,86,1.47,3.93,,,,,,,,,,,,,,,,,
browse singles free,USD,N/A,100,"1,000",High,90,0.83,1.81,,,,,,,,,,,,,,,,,
black women interracial dating,USD,N/A,100,"1,000",Low,21,0.59,2.74,,,,,,,,,,,,,,,,,
doctors matrimony,USD,N/A,10,100,Low,31,0.6,3.59,,,,,,,,,,,,,,,,,
free hookup websites no sign up,USD,N/A,100,"1,000",High,100,,,,,,,,,,,,,,,,,,,
no credit card dating,USD,N/A,10,100,High,94,1.03,2.67,,,,,,,,,,,,,,,,,
best free gay hookup sites,USD,N/A,100,"1,000",Medium,64,0.61,1.28,,,,,,,,,,,,,,,,,
vegan speed dating,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
free country dating sites,USD,N/A,100,"1,000",High,77,0.95,2.9,,,,,,,,,,,,,,,,,
karkathar matrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
free hookup sites without credit card,USD,N/A,100,"1,000",High,87,1.03,2.18,,,,,,,,,,,,,,,,,
meet single moms for free,USD,N/A,10,100,Medium,64,1.04,2.1,,,,,,,,,,,,,,,,,
vanjari matrimony,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
best interracial sites,USD,N/A,10,100,Low,10,1.27,3.07,,,,,,,,,,,,,,,,,
ksk matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
best site to meet singles,USD,N/A,100,"1,000",High,72,1.5,3.4,,,,,,,,,,,,,,,,,
free dating site online chatting,USD,N/A,100,"1,000",High,75,1.24,2.67,,,,,,,,,,,,,,,,,
best free dating sites for over 50,USD,N/A,100,"1,000",High,85,2,4.58,,,,,,,,,,,,,,,,,
sikhnet matrimonial,USD,N/A,10,100,Low,17,1.25,1.27,,,,,,,,,,,,,,,,,
interracial meet,USD,N/A,100,"1,000",Medium,49,0.49,2.21,,,,,,,,,,,,,,,,,
arya vysya brides,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
free speed dating events near me,USD,N/A,100,"1,000",Medium,45,0.54,1.54,,,,,,,,,,,,,,,,,
sai sankara matrimony search by profile id,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
black singles over 40,USD,N/A,100,"1,000",High,80,0.85,1.75,,,,,,,,,,,,,,,,,
free dating search,USD,N/A,100,"1,000",High,71,1.06,2.38,,,,,,,,,,,,,,,,,
siasatmatri,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
completely free cowboy dating sites,USD,N/A,100,"1,000",High,85,0.87,2.43,,,,,,,,,,,,,,,,,
mixer dating,USD,N/A,100,"1,000",Low,28,0.81,2.1,,,,,,,,,,,,,,,,,
kamma brides,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
free unblocked dating sites,USD,N/A,10,100,High,86,0.61,1.94,,,,,,,,,,,,,,,,,
speed dating near me 20s,USD,N/A,100,"1,000",Low,11,1.1,2.68,,,,,,,,,,,,,,,,,
women looking for men classified,USD,N/A,10,100,Medium,39,0.57,1.58,,,,,,,,,,,,,,,,,
meet cougars online free,USD,N/A,100,"1,000",High,75,0.84,1.8,,,,,,,,,,,,,,,,,
global matrimony,USD,N/A,10,100,Low,6,,,,,,,,,,,,,,,,,,,
deaf dating network,USD,N/A,10,100,Medium,58,0.56,1.95,,,,,,,,,,,,,,,,,
