Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
black ball gown,USD,N/A,"1,000","10,000",High,100,0.57,1.93,,,,,,,,,,,,,,,,,
trousers for men,USD,N/A,"1,000","10,000",High,100,1.2,3.21,,,,,,,,,,,,,,,,,
kappa shorts,USD,N/A,"1,000","10,000",High,100,0.28,0.9,,,,,,,,,,,,,,,,,
kids winter coats,USD,N/A,"1,000","10,000",High,100,0.44,1.42,,,,,,,,,,,,,,,,,
girls holiday dresses,USD,N/A,"10,000","100,000",High,100,0.44,1.67,,,,,,,,,,,,,,,,,
burberry sweater,USD,N/A,"1,000","10,000",High,100,0.35,2.57,,,,,,,,,,,,,,,,,
steampunk fashion,USD,N/A,"1,000","10,000",High,100,0.25,0.52,,,,,,,,,,,,,,,,,
baby shower outfit,USD,N/A,"1,000","10,000",High,100,1.15,1.51,,,,,,,,,,,,,,,,,
wornontv,USD,N/A,"1,000","10,000",Low,27,1.87,3.09,,,,,,,,,,,,,,,,,
moncler coat mens,USD,N/A,"1,000","10,000",High,100,0.62,2.27,,,,,,,,,,,,,,,,,
business suit,USD,N/A,"1,000","10,000",High,100,1.17,3.83,,,,,,,,,,,,,,,,,
oversized sweater dress,USD,N/A,"1,000","10,000",High,100,0.55,1.76,,,,,,,,,,,,,,,,,
plus size casual dresses,USD,N/A,"1,000","10,000",High,100,0.58,1.82,,,,,,,,,,,,,,,,,
90s grunge fashion,USD,N/A,"1,000","10,000",Medium,38,0.31,1.88,,,,,,,,,,,,,,,,,
denim jacket with fur,USD,N/A,"1,000","10,000",High,100,0.92,2.47,,,,,,,,,,,,,,,,,
sun protective clothing,USD,N/A,"1,000","10,000",High,100,0.86,3,,,,,,,,,,,,,,,,,
fashion jackson,USD,N/A,"1,000","10,000",Low,6,2.55,6.7,,,,,,,,,,,,,,,,,
kyrzayda rodriguez,USD,N/A,"1,000","10,000",Low,0,,,,,,,,,,,,,,,,,,,
puma jacket,USD,N/A,"1,000","10,000",High,100,0.86,2.5,,,,,,,,,,,,,,,,,
70s disco fashion,USD,N/A,"1,000","10,000",High,100,0.18,0.3,,,,,,,,,,,,,,,,,
street fashion,USD,N/A,"1,000","10,000",High,86,0.72,2.6,,,,,,,,,,,,,,,,,
grunge clothing,USD,N/A,"1,000","10,000",High,100,0.72,1.57,,,,,,,,,,,,,,,,,
ivory ella shirts,USD,N/A,"1,000","10,000",High,100,0.8,5.98,,,,,,,,,,,,,,,,,
black north face jacket,USD,N/A,"1,000","10,000",High,100,1.02,2.16,,,,,,,,,,,,,,,,,
nordstrom cocktail dresses,USD,N/A,"1,000","10,000",High,100,0.3,1.72,,,,,,,,,,,,,,,,,
shein swimsuits,USD,N/A,"1,000","10,000",High,100,0.76,1.78,,,,,,,,,,,,,,,,,
millybridal,USD,N/A,"1,000","10,000",Medium,53,0.28,1.03,,,,,,,,,,,,,,,,,
lulu clothing,USD,N/A,"10,000","100,000",High,100,0.27,2.4,,,,,,,,,,,,,,,,,
lol dress,USD,N/A,"1,000","10,000",High,100,0.19,1.66,,,,,,,,,,,,,,,,,
black dress with sleeves,USD,N/A,"1,000","10,000",High,100,0.48,2.1,,,,,,,,,,,,,,,,,
linen shorts,USD,N/A,"1,000","10,000",High,100,0.78,2.71,,,,,,,,,,,,,,,,,
formal attire for men,USD,N/A,"1,000","10,000",High,100,1.06,6,,,,,,,,,,,,,,,,,
torrid clothing,USD,N/A,"1,000","10,000",High,100,1.78,3.22,,,,,,,,,,,,,,,,,
pop fit leggings,USD,N/A,"1,000","10,000",High,100,0.5,1.04,,,,,,,,,,,,,,,,,
amazon women dresses,USD,N/A,"10,000","100,000",High,100,0.2,1.13,,,,,,,,,,,,,,,,,
orange sweater,USD,N/A,"1,000","10,000",High,100,0.61,1.94,,,,,,,,,,,,,,,,,
winter clothes for women,USD,N/A,"1,000","10,000",High,100,0.67,2.52,,,,,,,,,,,,,,,,,
sexy maternity dresses,USD,N/A,"1,000","10,000",High,100,0.62,0.89,,,,,,,,,,,,,,,,,
red midi dress,USD,N/A,"1,000","10,000",High,100,0.68,2.09,,,,,,,,,,,,,,,,,
plus size long dresses,USD,N/A,"1,000","10,000",High,100,0.62,1.67,,,,,,,,,,,,,,,,,
mens slim fit jeans,USD,N/A,"1,000","10,000",High,100,1.25,4.04,,,,,,,,,,,,,,,,,
japanese dress,USD,N/A,"1,000","10,000",High,100,0.2,1.95,,,,,,,,,,,,,,,,,
cotton leggings,USD,N/A,"1,000","10,000",High,100,1.03,2.31,,,,,,,,,,,,,,,,,
stein mart dresses,USD,N/A,"10,000","100,000",High,100,0.35,1.86,,,,,,,,,,,,,,,,,
mens streetwear,USD,N/A,"1,000","10,000",High,100,0.67,1.58,,,,,,,,,,,,,,,,,
teen outfits,USD,N/A,"1,000","10,000",High,100,0.5,1.41,,,,,,,,,,,,,,,,,
old navy bathing suits,USD,N/A,"1,000","10,000",High,100,0.78,1.61,,,,,,,,,,,,,,,,,
harem pants women,USD,N/A,"1,000","10,000",High,100,0.65,1.7,,,,,,,,,,,,,,,,,
ivory flower girl dresses,USD,N/A,"1,000","10,000",High,100,0.54,1.33,,,,,,,,,,,,,,,,,
plus size maternity clothes,USD,N/A,"1,000","10,000",High,100,0.72,2.4,,,,,,,,,,,,,,,,,
airport outfits,USD,N/A,"1,000","10,000",Low,25,0.74,1.33,,,,,,,,,,,,,,,,,
white satin dress,USD,N/A,"1,000","10,000",High,100,0.82,2.21,,,,,,,,,,,,,,,,,
long sleeve wrap dress,USD,N/A,"1,000","10,000",High,100,0.92,2.3,,,,,,,,,,,,,,,,,
red adidas pants,USD,N/A,"1,000","10,000",High,100,0.83,2.3,,,,,,,,,,,,,,,,,
dressy pant suits,USD,N/A,"1,000","10,000",High,100,0.46,1.53,,,,,,,,,,,,,,,,,
long flowy dresses,USD,N/A,"1,000","10,000",High,100,0.55,1.85,,,,,,,,,,,,,,,,,
cute dresses for women,USD,N/A,"1,000","10,000",High,100,0.83,2.13,,,,,,,,,,,,,,,,,
beach wedding attire,USD,N/A,"1,000","10,000",High,100,0.41,2.08,,,,,,,,,,,,,,,,,
nasa bomber jacket,USD,N/A,"1,000","10,000",High,100,0.44,2.83,,,,,,,,,,,,,,,,,
travel clothes,USD,N/A,"1,000","10,000",High,100,0.78,2.7,,,,,,,,,,,,,,,,,
nordstrom formal dresses,USD,N/A,"1,000","10,000",High,100,0.38,1.52,,,,,,,,,,,,,,,,,
target girls clothes,USD,N/A,"1,000","10,000",High,100,0.78,2.82,,,,,,,,,,,,,,,,,
chicos dresses,USD,N/A,"1,000","10,000",High,100,0.36,1.51,,,,,,,,,,,,,,,,,
dreamville hoodie,USD,N/A,"1,000","10,000",High,100,0.73,3,,,,,,,,,,,,,,,,,
size 27 jeans,USD,N/A,"10,000","100,000",High,100,0.74,5.41,,,,,,,,,,,,,,,,,
cobalt blue dress,USD,N/A,"1,000","10,000",High,100,0.57,2.25,,,,,,,,,,,,,,,,,
christening dresses,USD,N/A,"1,000","10,000",High,100,0.55,1.77,,,,,,,,,,,,,,,,,
jovani prom dresses,USD,N/A,"1,000","10,000",High,100,0.1,0.94,,,,,,,,,,,,,,,,,
ftp hoodie,USD,N/A,"1,000","10,000",High,100,0.64,3.03,,,,,,,,,,,,,,,,,
winter fashion,USD,N/A,"1,000","10,000",High,100,0.46,3.29,,,,,,,,,,,,,,,,,
women's clothing near me,USD,N/A,"1,000","10,000",High,99,1.31,6.8,,,,,,,,,,,,,,,,,
long cocktail dresses,USD,N/A,"1,000","10,000",High,100,0.71,1.77,,,,,,,,,,,,,,,,,
toddler girl dresses,USD,N/A,"10,000","100,000",High,100,0.48,1.43,,,,,,,,,,,,,,,,,
red prom dresses 2019,USD,N/A,"1,000","10,000",High,100,0.44,1.05,,,,,,,,,,,,,,,,,
macys evening gowns,USD,N/A,"1,000","10,000",High,100,0.34,1.23,,,,,,,,,,,,,,,,,
danielle bernstein,USD,N/A,"1,000","10,000",Low,1,0.62,1.06,,,,,,,,,,,,,,,,,
melania trump fashion,USD,N/A,"1,000","10,000",High,100,10,50,,,,,,,,,,,,,,,,,
j crew wedding,USD,N/A,"1,000","10,000",High,100,2.78,4.28,,,,,,,,,,,,,,,,,
long sleeve gown,USD,N/A,"1,000","10,000",High,100,0.73,1.99,,,,,,,,,,,,,,,,,
sexy bodycon dress,USD,N/A,"1,000","10,000",High,100,0.51,1.06,,,,,,,,,,,,,,,,,
denim jacket outfit,USD,N/A,"1,000","10,000",High,100,0.63,3.34,,,,,,,,,,,,,,,,,
baby coat,USD,N/A,"1,000","10,000",High,100,0.27,1.03,,,,,,,,,,,,,,,,,
saree dress,USD,N/A,"1,000","10,000",High,100,0.16,0.6,,,,,,,,,,,,,,,,,
20s dresses,USD,N/A,"1,000","10,000",High,100,0.25,1.19,,,,,,,,,,,,,,,,,
pink lace dress,USD,N/A,"1,000","10,000",High,100,0.63,1.89,,,,,,,,,,,,,,,,,
pink shorts,USD,N/A,"1,000","10,000",High,100,0.29,0.66,,,,,,,,,,,,,,,,,
long shirt dress,USD,N/A,"1,000","10,000",High,100,0.55,2.68,,,,,,,,,,,,,,,,,
khloe kardashian jeans,USD,N/A,"1,000","10,000",High,100,0.1,0.6,,,,,,,,,,,,,,,,,
zara leather jacket,USD,N/A,"1,000","10,000",High,100,0.45,0.61,,,,,,,,,,,,,,,,,
big mens clothing,USD,N/A,"1,000","10,000",High,100,1.05,4.13,,,,,,,,,,,,,,,,,
short jumpsuit,USD,N/A,"1,000","10,000",High,100,0.84,1.93,,,,,,,,,,,,,,,,,
gold cocktail dress,USD,N/A,"1,000","10,000",High,100,0.68,2.55,,,,,,,,,,,,,,,,,
floral wrap dress,USD,N/A,"1,000","10,000",High,100,0.62,2.33,,,,,,,,,,,,,,,,,
black and white striped pants,USD,N/A,"1,000","10,000",High,100,1,5.13,,,,,,,,,,,,,,,,,
women's dresses for special occasions,USD,N/A,"1,000","10,000",High,100,0.57,2.04,,,,,,,,,,,,,,,,,
dama dresses,USD,N/A,"1,000","10,000",High,100,0.43,1.61,,,,,,,,,,,,,,,,,
jojo clothes,USD,N/A,"1,000","10,000",High,100,0.24,1.02,,,,,,,,,,,,,,,,,
us navy uniforms,USD,N/A,"1,000","10,000",High,99,0.28,1.8,,,,,,,,,,,,,,,,,
ladies clothes,USD,N/A,"1,000","10,000",High,100,1.02,3.17,,,,,,,,,,,,,,,,,
girls prom dresses,USD,N/A,"1,000","10,000",High,100,1.4,6,,,,,,,,,,,,,,,,,
nike bomber jacket,USD,N/A,"1,000","10,000",High,100,0.21,1.29,,,,,,,,,,,,,,,,,
inexpensive wedding dresses,USD,N/A,"1,000","10,000",High,100,0.64,2.18,,,,,,,,,,,,,,,,,
sequin shorts,USD,N/A,"1,000","10,000",High,100,0.23,1.51,,,,,,,,,,,,,,,,,
simple prom dresses,USD,N/A,"1,000","10,000",High,100,0.37,0.95,,,,,,,,,,,,,,,,,
grunge fashion,USD,N/A,"1,000","10,000",High,77,0.64,4.7,,,,,,,,,,,,,,,,,
jogger shorts,USD,N/A,"1,000","10,000",High,100,0.68,2.1,,,,,,,,,,,,,,,,,
tommy hilfiger puffer jacket,USD,N/A,"1,000","10,000",High,100,0.7,1.14,,,,,,,,,,,,,,,,,
chanel jacket,USD,N/A,"1,000","10,000",High,100,1.1,1.92,,,,,,,,,,,,,,,,,
interview outfits for women,USD,N/A,"10,000","100,000",High,100,0.42,1.85,,,,,,,,,,,,,,,,,
cute dresses for girls,USD,N/A,"1,000","10,000",High,100,0.72,2.11,,,,,,,,,,,,,,,,,
teal bridesmaid dresses,USD,N/A,"1,000","10,000",High,100,0.57,1.4,,,,,,,,,,,,,,,,,
frc clothing,USD,N/A,"1,000","10,000",High,100,0.9,2.84,,,,,,,,,,,,,,,,,
cap sleeve,USD,N/A,"1,000","10,000",High,100,0.35,1.45,,,,,,,,,,,,,,,,,
huf clothing,USD,N/A,"1,000","10,000",High,100,0.46,0.77,,,,,,,,,,,,,,,,,
black overall dress,USD,N/A,"1,000","10,000",High,100,0.66,2.71,,,,,,,,,,,,,,,,,
meghan markle british fashion,USD,N/A,"1,000","10,000",High,100,,,,,,,,,,,,,,,,,,,
alfred dunner tops,USD,N/A,"1,000","10,000",High,100,0.64,2.14,,,,,,,,,,,,,,,,,
seamless leggings,USD,N/A,"1,000","10,000",High,100,1.51,8,,,,,,,,,,,,,,,,,
vineyard vines near me,USD,N/A,"1,000","10,000",High,89,8.43,16.96,,,,,,,,,,,,,,,,,
designer evening gowns,USD,N/A,"1,000","10,000",High,100,0.66,2,,,,,,,,,,,,,,,,,
tube top dress,USD,N/A,"1,000","10,000",High,100,0.3,1.39,,,,,,,,,,,,,,,,,
jordan sweatshirt,USD,N/A,"1,000","10,000",High,100,0.2,0.85,,,,,,,,,,,,,,,,,
hiking clothes,USD,N/A,"1,000","10,000",High,100,0.53,1.58,,,,,,,,,,,,,,,,,
plus size semi formal dresses,USD,N/A,"1,000","10,000",High,100,0.47,1.36,,,,,,,,,,,,,,,,,
leopard print shirt,USD,N/A,"1,000","10,000",High,100,0.36,1.42,,,,,,,,,,,,,,,,,
mens short sleeve shirts,USD,N/A,"1,000","10,000",High,100,1.37,3.89,,,,,,,,,,,,,,,,,
gypsy wedding dress,USD,N/A,"1,000","10,000",High,100,0.94,3,,,,,,,,,,,,,,,,,
womens fashion sneakers,USD,N/A,"10,000","100,000",High,100,0.62,2.46,,,,,,,,,,,,,,,,,
flare dress,USD,N/A,"1,000","10,000",High,100,0.47,1.67,,,,,,,,,,,,,,,,,
goose jacket,USD,N/A,"1,000","10,000",High,100,0.27,0.95,,,,,,,,,,,,,,,,,
511 tactical pants,USD,N/A,"1,000","10,000",High,100,1.13,3.8,,,,,,,,,,,,,,,,,
sam jackets,USD,N/A,"1,000","10,000",High,100,0.36,1.38,,,,,,,,,,,,,,,,,
formal attire for women,USD,N/A,"1,000","10,000",High,100,0.5,1.35,,,,,,,,,,,,,,,,,
saloni dress,USD,N/A,"1,000","10,000",High,100,1.29,4.48,,,,,,,,,,,,,,,,,
yoga tops,USD,N/A,"1,000","10,000",High,100,1.37,4.68,,,,,,,,,,,,,,,,,
red sweatshirt,USD,N/A,"1,000","10,000",High,100,0.36,1.75,,,,,,,,,,,,,,,,,
black evening dresses,USD,N/A,"1,000","10,000",High,100,0.63,2.12,,,,,,,,,,,,,,,,,
denizen jeans,USD,N/A,"1,000","10,000",High,100,0.33,1.15,,,,,,,,,,,,,,,,,
sherpa lined jacket,USD,N/A,"1,000","10,000",High,100,0.88,3.23,,,,,,,,,,,,,,,,,
bts clothes,USD,N/A,"1,000","10,000",High,100,0.29,0.58,,,,,,,,,,,,,,,,,
petite coats,USD,N/A,"1,000","10,000",High,100,0.85,3.08,,,,,,,,,,,,,,,,,
cheap designer clothes,USD,N/A,"1,000","10,000",High,100,0.56,2.01,,,,,,,,,,,,,,,,,
plus size denim dress,USD,N/A,"1,000","10,000",High,100,0.6,2,,,,,,,,,,,,,,,,,
ivanka trump clothing,USD,N/A,"1,000","10,000",High,100,0.16,0.63,,,,,,,,,,,,,,,,,
cheap leggings,USD,N/A,"1,000","10,000",High,100,0.77,3.34,,,,,,,,,,,,,,,,,
classy dresses,USD,N/A,"1,000","10,000",High,100,0.39,1.46,,,,,,,,,,,,,,,,,
nike compression pants,USD,N/A,"1,000","10,000",High,100,0.23,1.06,,,,,,,,,,,,,,,,,
plus size leather jacket,USD,N/A,"1,000","10,000",High,100,1.14,2.2,,,,,,,,,,,,,,,,,
black bomber jacket womens,USD,N/A,"1,000","10,000",High,100,0.88,3.23,,,,,,,,,,,,,,,,,
wrangler shorts,USD,N/A,"1,000","10,000",High,100,0.61,1.17,,,,,,,,,,,,,,,,,
red polka dot dress,USD,N/A,"1,000","10,000",High,100,0.45,1.97,,,,,,,,,,,,,,,,,
coral bridesmaid dresses,USD,N/A,"1,000","10,000",High,100,0.63,1.43,,,,,,,,,,,,,,,,,
wrangler pants,USD,N/A,"1,000","10,000",High,100,2,3.05,,,,,,,,,,,,,,,,,
1980s fashion womens,USD,N/A,"1,000","10,000",High,100,0.25,0.48,,,,,,,,,,,,,,,,,
tactical jacket,USD,N/A,"1,000","10,000",High,100,0.23,1,,,,,,,,,,,,,,,,,
coat sale,USD,N/A,"1,000","10,000",High,100,0.56,2.14,,,,,,,,,,,,,,,,,
blue velvet dress,USD,N/A,"1,000","10,000",High,100,0.48,1.82,,,,,,,,,,,,,,,,,
white slip dress,USD,N/A,"1,000","10,000",High,100,0.33,2.52,,,,,,,,,,,,,,,,,
cheap clothing websites,USD,N/A,"1,000","10,000",High,100,0.8,2,,,,,,,,,,,,,,,,,
brown jacket,USD,N/A,"1,000","10,000",High,100,0.6,1.62,,,,,,,,,,,,,,,,,
jordan sweatpants,USD,N/A,"1,000","10,000",High,100,0.24,0.74,,,,,,,,,,,,,,,,,
rockabilly style,USD,N/A,"1,000","10,000",High,91,0.29,1.55,,,,,,,,,,,,,,,,,
jeans pant,USD,N/A,"1,000","10,000",High,100,0.86,3.37,,,,,,,,,,,,,,,,,
carpenter pants,USD,N/A,"1,000","10,000",High,100,0.64,2.5,,,,,,,,,,,,,,,,,
plus size sweater dress,USD,N/A,"1,000","10,000",High,100,0.58,1.64,,,,,,,,,,,,,,,,,
short mother of the bride dresses,USD,N/A,"1,000","10,000",High,100,0.33,1.36,,,,,,,,,,,,,,,,,
yellow pants,USD,N/A,"1,000","10,000",High,100,0.67,1.93,,,,,,,,,,,,,,,,,
elsa schiaparelli,USD,N/A,"1,000","10,000",Medium,58,0.31,2.62,,,,,,,,,,,,,,,,,
cream dress,USD,N/A,"1,000","10,000",High,100,0.45,1.54,,,,,,,,,,,,,,,,,
yoga pants with pockets,USD,N/A,"1,000","10,000",High,100,2.06,11.86,,,,,,,,,,,,,,,,,
frida aasen,USD,N/A,"1,000","10,000",Low,0,,,,,,,,,,,,,,,,,,,
mexican clothing,USD,N/A,"1,000","10,000",High,100,0.16,1.51,,,,,,,,,,,,,,,,,
lularoe carly,USD,N/A,"1,000","10,000",High,97,0.31,0.66,,,,,,,,,,,,,,,,,
vuori shorts,USD,N/A,"1,000","10,000",High,100,4.66,13,,,,,,,,,,,,,,,,,
jean overalls,USD,N/A,"1,000","10,000",High,100,0.36,1.55,,,,,,,,,,,,,,,,,
maxi dresses for weddings,USD,N/A,"1,000","10,000",High,100,0.59,1.89,,,,,,,,,,,,,,,,,
prom dresses online,USD,N/A,"1,000","10,000",High,100,0.31,1.1,,,,,,,,,,,,,,,,,
21st birthday outfits,USD,N/A,"1,000","10,000",High,100,0.15,0.91,,,,,,,,,,,,,,,,,
wedding outfits for men,USD,N/A,"1,000","10,000",High,100,2.96,8.06,,,,,,,,,,,,,,,,,
best workout leggings,USD,N/A,"1,000","10,000",High,100,1.73,4.35,,,,,,,,,,,,,,,,,
boys rain jacket,USD,N/A,"1,000","10,000",High,100,0.53,1.93,,,,,,,,,,,,,,,,,
pink leather jacket,USD,N/A,"1,000","10,000",High,100,0.36,1.93,,,,,,,,,,,,,,,,,
button up dress,USD,N/A,"1,000","10,000",High,100,0.33,1.4,,,,,,,,,,,,,,,,,
womens dress suits,USD,N/A,"10,000","100,000",High,100,0.74,1.95,,,,,,,,,,,,,,,,,
501 jeans,USD,N/A,"1,000","10,000",High,100,0.58,1.77,,,,,,,,,,,,,,,,,
cut out dress,USD,N/A,"1,000","10,000",High,100,0.43,1.58,,,,,,,,,,,,,,,,,
best yoga pants,USD,N/A,"1,000","10,000",High,100,1.75,6.37,,,,,,,,,,,,,,,,,
fourth of july outfits,USD,N/A,"1,000","10,000",High,98,0.47,1.44,,,,,,,,,,,,,,,,,
clothing boutiques near me,USD,N/A,"1,000","10,000",High,90,0.81,4.5,,,,,,,,,,,,,,,,,
super high waisted jeans,USD,N/A,"1,000","10,000",High,100,1.19,3.78,,,,,,,,,,,,,,,,,
bape pants,USD,N/A,"1,000","10,000",High,100,0.27,2.06,,,,,,,,,,,,,,,,,
dress shorts,USD,N/A,"1,000","10,000",High,100,0.6,1.86,,,,,,,,,,,,,,,,,
lady gaga outfits,USD,N/A,"1,000","10,000",High,74,0.24,0.29,,,,,,,,,,,,,,,,,
all black outfit,USD,N/A,"1,000","10,000",High,100,0.22,0.37,,,,,,,,,,,,,,,,,
wedding dress for men,USD,N/A,"1,000","10,000",High,100,1,3.77,,,,,,,,,,,,,,,,,
maroon bridesmaid dresses,USD,N/A,"1,000","10,000",High,100,0.59,1.84,,,,,,,,,,,,,,,,,
fashion nova jumpsuit,USD,N/A,"1,000","10,000",High,100,0.5,2.06,,,,,,,,,,,,,,,,,
red silk dress,USD,N/A,"1,000","10,000",High,100,0.57,1.98,,,,,,,,,,,,,,,,,
best online boutiques,USD,N/A,"1,000","10,000",High,100,0.48,1.61,,,,,,,,,,,,,,,,,
blue lace dress,USD,N/A,"1,000","10,000",High,100,0.56,1.81,,,,,,,,,,,,,,,,,
fashion nova halloween,USD,N/A,"1,000","10,000",High,100,,,,,,,,,,,,,,,,,,,
azazie dresses,USD,N/A,"1,000","10,000",High,100,1.25,1.7,,,,,,,,,,,,,,,,,
gap sweaters,USD,N/A,"1,000","10,000",High,100,0.46,1.02,,,,,,,,,,,,,,,,,
golf outfit,USD,N/A,"1,000","10,000",High,100,0.7,2,,,,,,,,,,,,,,,,,
cheap summer dresses,USD,N/A,"1,000","10,000",High,100,0.61,1.58,,,,,,,,,,,,,,,,,
all white dress,USD,N/A,"1,000","10,000",High,100,0.4,1.54,,,,,,,,,,,,,,,,,
carhartt shorts,USD,N/A,"1,000","10,000",High,100,0.37,1.43,,,,,,,,,,,,,,,,,
beautiful dresses to wear to a wedding,USD,N/A,"1,000","10,000",High,100,0.43,1.81,,,,,,,,,,,,,,,,,
soccer shorts,USD,N/A,"1,000","10,000",High,100,0.36,1.37,,,,,,,,,,,,,,,,,
pink cocktail dress,USD,N/A,"1,000","10,000",High,100,0.83,2.19,,,,,,,,,,,,,,,,,
size 26 jeans,USD,N/A,"1,000","10,000",High,100,1.25,2.79,,,,,,,,,,,,,,,,,
lee jeans for men,USD,N/A,"1,000","10,000",High,100,0.94,2.97,,,,,,,,,,,,,,,,,
eyelet dress,USD,N/A,"1,000","10,000",High,100,0.41,1.69,,,,,,,,,,,,,,,,,
faded glory jeans,USD,N/A,"1,000","10,000",High,100,0.11,0.34,,,,,,,,,,,,,,,,,
hip hop clothing,USD,N/A,"1,000","10,000",High,100,0.29,0.87,,,,,,,,,,,,,,,,,
pink sequin dress,USD,N/A,"1,000","10,000",High,100,0.54,2.01,,,,,,,,,,,,,,,,,
baby christmas outfit,USD,N/A,"1,000","10,000",High,100,0.39,1.36,,,,,,,,,,,,,,,,,
high neck tank top,USD,N/A,"1,000","10,000",High,100,0.35,2.25,,,,,,,,,,,,,,,,,
maternity bridesmaid dresses,USD,N/A,"1,000","10,000",High,100,1.03,1.57,,,,,,,,,,,,,,,,,
black jean skirt,USD,N/A,"1,000","10,000",High,100,0.64,1.53,,,,,,,,,,,,,,,,,
womens workwear,USD,N/A,"1,000","10,000",High,100,1.3,3.83,,,,,,,,,,,,,,,,,
fashion brands,USD,N/A,"1,000","10,000",High,89,0.64,2.85,,,,,,,,,,,,,,,,,
long gown,USD,N/A,"1,000","10,000",High,100,0.49,1.8,,,,,,,,,,,,,,,,,
old navy coats,USD,N/A,"1,000","10,000",High,100,0.5,0.5,,,,,,,,,,,,,,,,,
sky blue dress,USD,N/A,"1,000","10,000",High,100,0.35,1.6,,,,,,,,,,,,,,,,,
madewell dresses,USD,N/A,"1,000","10,000",High,100,1.19,2,,,,,,,,,,,,,,,,,
satin midi dress,USD,N/A,"1,000","10,000",High,100,0.76,2.4,,,,,,,,,,,,,,,,,
kids designer clothes,USD,N/A,"1,000","10,000",High,100,0.57,2.49,,,,,,,,,,,,,,,,,
summer outfits men,USD,N/A,"1,000","10,000",High,100,1.12,3.79,,,,,,,,,,,,,,,,,
cheap dresses online,USD,N/A,"1,000","10,000",High,100,0.58,1.5,,,,,,,,,,,,,,,,,
trumpet wedding dress,USD,N/A,"1,000","10,000",High,100,0.56,1.87,,,,,,,,,,,,,,,,,
graduation dresses 2019,USD,N/A,"1,000","10,000",High,100,0.51,1.66,,,,,,,,,,,,,,,,,
fashion boutique,USD,N/A,"1,000","10,000",High,100,0.65,2.86,,,,,,,,,,,,,,,,,
business casual attire for women,USD,N/A,"1,000","10,000",High,100,1.22,4.03,,,,,,,,,,,,,,,,,
elegant dresses for wedding guests,USD,N/A,"1,000","10,000",High,100,0.47,1.48,,,,,,,,,,,,,,,,,
pyramid clothing,USD,N/A,"1,000","10,000",High,100,0.07,0.68,,,,,,,,,,,,,,,,,
cute clothes for women,USD,N/A,"1,000","10,000",High,100,0.82,2.44,,,,,,,,,,,,,,,,,
red wrap dress,USD,N/A,"1,000","10,000",High,100,0.58,2.36,,,,,,,,,,,,,,,,,
unique prom dresses,USD,N/A,"1,000","10,000",High,100,0.31,0.99,,,,,,,,,,,,,,,,,
workout outfits,USD,N/A,"1,000","10,000",High,100,1.2,3.17,,,,,,,,,,,,,,,,,
fila tracksuit,USD,N/A,"1,000","10,000",High,100,0.24,0.72,,,,,,,,,,,,,,,,,
abercrombie jeans,USD,N/A,"1,000","10,000",High,100,1,1.46,,,,,,,,,,,,,,,,,
girls in swimsuits,USD,N/A,"1,000","10,000",Low,13,0.76,6.05,,,,,,,,,,,,,,,,,
roaring 20s fashion,USD,N/A,"1,000","10,000",High,100,0.16,0.48,,,,,,,,,,,,,,,,,
h and m dresses,USD,N/A,"1,000","10,000",High,100,0.27,2.34,,,,,,,,,,,,,,,,,
target leggings,USD,N/A,"1,000","10,000",High,100,1.33,3.06,,,,,,,,,,,,,,,,,
modest dresses for women,USD,N/A,"1,000","10,000",High,100,0.53,1.94,,,,,,,,,,,,,,,,,
boys leather jacket,USD,N/A,"1,000","10,000",High,100,0.46,2.1,,,,,,,,,,,,,,,,,
harry potter baby clothes,USD,N/A,"1,000","10,000",High,100,0.24,1.4,,,,,,,,,,,,,,,,,
plus size flapper dress,USD,N/A,"1,000","10,000",High,100,0.39,1.37,,,,,,,,,,,,,,,,,
chiffon maxi dress,USD,N/A,"1,000","10,000",High,100,0.63,1.63,,,,,,,,,,,,,,,,,
denim pants,USD,N/A,"1,000","10,000",High,100,0.83,2.12,,,,,,,,,,,,,,,,,
burgundy maxi dress,USD,N/A,"1,000","10,000",High,100,0.64,1.98,,,,,,,,,,,,,,,,,
vinyl pants,USD,N/A,"1,000","10,000",High,100,0.53,1.47,,,,,,,,,,,,,,,,,
alloy clothing,USD,N/A,"1,000","10,000",High,100,0.78,4.06,,,,,,,,,,,,,,,,,
spring summer 2019 fashion trends,USD,N/A,"1,000","10,000",High,100,1.1,2.12,,,,,,,,,,,,,,,,,
old navy jackets,USD,N/A,"1,000","10,000",High,100,0.78,0.78,,,,,,,,,,,,,,,,,
dillards cocktail dresses,USD,N/A,"1,000","10,000",High,100,0.57,1.51,,,,,,,,,,,,,,,,,
hiking outfit,USD,N/A,"1,000","10,000",High,80,0.44,2.39,,,,,,,,,,,,,,,,,
calvin klein coat,USD,N/A,"1,000","10,000",High,100,0.53,1.92,,,,,,,,,,,,,,,,,
black satin dress,USD,N/A,"1,000","10,000",High,100,0.65,2.4,,,,,,,,,,,,,,,,,
